# #x[m], y[m], z[m], pressure[Pa], gas saturation[-], mass fraction of CO2 in liquid[-], mass fraction of H2O in vapor[-], phase mass density gas[kg/m3], phase mass density water [kg/m3], total mass CO2[kg]
# 
5.000e-03, 5.000e-01, -3.550e-01, 1.120e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.034e+00, 9.983e+02, 4.500e-17
5.000e-03, 5.000e-01, -3.450e-01, 1.119e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.033e+00, 9.983e+02, 4.500e-17
5.000e-03, 5.000e-01, -3.350e-01, 1.118e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.031e+00, 9.983e+02, 4.500e-17
5.000e-03, 5.000e-01, -3.250e-01, 1.117e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.029e+00, 9.983e+02, 4.500e-17
5.000e-03, 5.000e-01, -3.150e-01, 1.116e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.027e+00, 9.983e+02, 4.500e-17
5.000e-03, 5.000e-01, -3.050e-01, 1.115e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.026e+00, 9.983e+02, 4.500e-17
5.000e-03, 5.000e-01, -2.950e-01, 1.114e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.024e+00, 9.983e+02, 4.500e-17
5.000e-03, 5.000e-01, -2.850e-01, 1.113e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.022e+00, 9.983e+02, 4.473e-17
5.000e-03, 5.000e-01, -2.750e-01, 1.113e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.022e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.650e-01, 1.112e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.020e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.550e-01, 1.111e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.018e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.450e-01, 1.110e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.016e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.350e-01, 1.109e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.014e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.250e-01, 1.108e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.013e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.150e-01, 1.107e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.011e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.050e-01, 1.106e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.009e+00, 9.983e+02, 4.384e-17
5.000e-03, 5.000e-01, -1.950e-01, 1.107e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.011e+00, 9.983e+02, 4.300e-17
5.000e-03, 5.000e-01, -1.850e-01, 1.106e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.009e+00, 9.983e+02, 4.300e-17
5.000e-03, 5.000e-01, -1.750e-01, 1.105e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.007e+00, 9.983e+02, 4.300e-17
5.000e-03, 5.000e-01, -1.650e-01, 1.104e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.006e+00, 9.983e+02, 4.300e-17
5.000e-03, 5.000e-01, -1.550e-01, 1.103e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.004e+00, 9.983e+02, 4.300e-17
5.000e-03, 5.000e-01, -1.450e-01, 1.102e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.002e+00, 9.983e+02, 4.305e-17
5.000e-03, 5.000e-01, -1.350e-01, 1.113e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.022e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -1.250e-01, 1.112e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.020e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -1.150e-01, 1.111e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.018e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -1.050e-01, 1.110e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.017e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -9.500e-02, 1.109e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.015e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -8.500e-02, 1.108e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.013e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -7.500e-02, 1.107e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.011e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -6.500e-02, 1.106e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.009e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -5.500e-02, 1.105e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.008e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -4.500e-02, 1.104e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.006e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -3.500e-02, 1.103e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.004e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -2.500e-02, 1.102e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.002e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -1.500e-02, 1.101e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.000e+00, 9.983e+02, 4.400e-17
5.000e-03, 5.000e-01, -5.000e-03, 1.100e+05, 0.000e+00, 1.002e-13, 0.000e+00, 1.999e+00, 9.983e+02, 4.400e-17
1.500e-02, 5.000e-01, -1.195e+00, 1.217e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.212e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.185e+00, 1.216e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.210e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.175e+00, 1.215e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.208e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.165e+00, 1.214e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.205e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.155e+00, 1.212e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.202e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.145e+00, 1.210e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.198e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.135e+00, 1.207e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.193e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.125e+00, 1.203e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.185e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.115e+00, 1.197e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.176e+00, 9.983e+02, 2.000e-17
1.500e-02, 5.000e-01, -1.105e+00, 1.194e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.169e+00, 9.983e+02, 2.195e-17
1.500e-02, 5.000e-01, -1.095e+00, 1.192e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.167e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.085e+00, 1.192e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.165e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.075e+00, 1.191e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.163e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.065e+00, 1.190e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.161e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.055e+00, 1.189e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.160e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.045e+00, 1.188e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.158e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.035e+00, 1.187e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.156e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.025e+00, 1.186e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.154e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.015e+00, 1.185e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.152e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -1.005e+00, 1.184e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.151e+00, 9.983e+02, 4.300e-17
1.500e-02, 5.000e-01, -9.950e-01, 1.183e+05, 0.000e+00, 1.002e-13, 0.000e+00, 2.149e+00, 9.983e+02, 4.300e-17
