t[s],p1[Pa],p2[Pa],mobA[kg],immA[kg],dissA[kg],sealA[kg],mobB[kg],immB[kg],dissB[kg],sealB[kg],M_C[m],sealTot[kg]
2.274000e+05,1.163575e+05,1.109791e+05, 5.762173e-04, 0.000000e+00, 1.010380e-03, 2.760672e-05, 7.613280e-08, 0.000000e+00, 5.203730e-04, 1.791985e-06, 4.575878e-01, 6.685847e-05
2.277000e+05,1.163574e+05,1.109791e+05, 5.754475e-04, 0.000000e+00, 1.011357e-03, 2.760793e-05, 7.613280e-08, 0.000000e+00, 5.202238e-04, 1.790870e-06, 4.574035e-01, 6.686725e-05
2.280000e+05,1.163573e+05,1.109791e+05, 5.746659e-04, 0.000000e+00, 1.012349e-03, 2.760910e-05, 7.613280e-08, 0.000000e+00, 5.200731e-04, 1.789744e-06, 4.572238e-01, 6.687605e-05
2.283000e+05,1.163573e+05,1.109791e+05, 5.738756e-04, 0.000000e+00, 1.013350e-03, 2.761021e-05, 7.613280e-08, 0.000000e+00, 5.199212e-04, 1.788605e-06, 4.570490e-01, 6.688488e-05
2.286000e+05,1.163572e+05,1.109791e+05, 5.730692e-04, 0.000000e+00, 1.014370e-03, 2.761125e-05, 7.613280e-08, 0.000000e+00, 5.197677e-04, 1.787454e-06, 4.568778e-01, 6.689374e-05
2.289000e+05,1.163571e+05,1.109791e+05, 5.722493e-04, 0.000000e+00, 1.015406e-03, 2.761225e-05, 7.613280e-08, 0.000000e+00, 5.196123e-04, 1.786290e-06, 4.567105e-01, 6.690263e-05
2.292000e+05,1.163571e+05,1.109791e+05, 5.714145e-04, 0.000000e+00, 1.016459e-03, 2.761317e-05, 7.613281e-08, 0.000000e+00, 5.194550e-04, 1.785110e-06, 4.565461e-01, 6.691157e-05
2.295000e+05,1.163570e+05,1.109791e+05, 5.705630e-04, 0.000000e+00, 1.017531e-03, 2.761401e-05, 7.613281e-08, 0.000000e+00, 5.192956e-04, 1.783912e-06, 4.563840e-01, 6.692054e-05
2.298000e+05,1.163569e+05,1.109791e+05, 5.696999e-04, 0.000000e+00, 1.018617e-03, 2.761480e-05, 7.613282e-08, 0.000000e+00, 5.191344e-04, 1.782699e-06, 4.562280e-01, 6.692954e-05
2.301000e+05,1.163568e+05,1.109791e+05, 5.688233e-04, 0.000000e+00, 1.019719e-03, 2.761553e-05, 7.613282e-08, 0.000000e+00, 5.189717e-04, 1.781474e-06, 4.560808e-01, 6.693857e-05
2.304000e+05,1.163568e+05,1.109791e+05, 5.679309e-04, 0.000000e+00, 1.020838e-03, 2.761619e-05, 7.613283e-08, 0.000000e+00, 5.188071e-04, 1.780233e-06, 4.559375e-01, 6.694763e-05
2.307000e+05,1.163567e+05,1.109791e+05, 5.670234e-04, 0.000000e+00, 1.021975e-03, 2.761678e-05, 7.613284e-08, 0.000000e+00, 5.186403e-04, 1.778977e-06, 4.557974e-01, 6.695674e-05
2.310000e+05,1.163566e+05,1.109791e+05, 5.660985e-04, 0.000000e+00, 1.023132e-03, 2.761729e-05, 7.613284e-08, 0.000000e+00, 5.184712e-04, 1.777702e-06, 4.556593e-01, 6.696588e-05
2.313000e+05,1.163565e+05,1.109791e+05, 5.651606e-04, 0.000000e+00, 1.024305e-03, 2.761774e-05, 7.613285e-08, 0.000000e+00, 5.183001e-04, 1.776410e-06, 4.555251e-01, 6.697506e-05
2.316000e+05,1.163565e+05,1.109791e+05, 5.641999e-04, 0.000000e+00, 1.025504e-03, 2.761808e-05, 7.613286e-08, 0.000000e+00, 5.181266e-04, 1.775098e-06, 4.553934e-01, 6.698427e-05
2.319000e+05,1.163564e+05,1.109791e+05, 5.632202e-04, 0.000000e+00, 1.026724e-03, 2.761833e-05, 7.613287e-08, 0.000000e+00, 5.179507e-04, 1.773766e-06, 4.552658e-01, 6.699352e-05
2.322000e+05,1.163563e+05,1.109791e+05, 5.622211e-04, 0.000000e+00, 1.027967e-03, 2.761850e-05, 7.613288e-08, 0.000000e+00, 5.177722e-04, 1.772412e-06, 4.551417e-01, 6.700282e-05
2.325000e+05,1.163563e+05,1.109791e+05, 5.612016e-04, 0.000000e+00, 1.029233e-03, 2.761858e-05, 7.613289e-08, 0.000000e+00, 5.175915e-04, 1.771035e-06, 4.550226e-01, 6.701215e-05
2.328000e+05,1.163562e+05,1.109791e+05, 5.601677e-04, 0.000000e+00, 1.030517e-03, 2.761858e-05, 7.613290e-08, 0.000000e+00, 5.174083e-04, 1.769637e-06, 4.549098e-01, 6.702152e-05
2.331000e+05,1.163561e+05,1.109791e+05, 5.591068e-04, 0.000000e+00, 1.031832e-03, 2.761847e-05, 7.613292e-08, 0.000000e+00, 5.172222e-04, 1.768215e-06, 4.548002e-01, 6.703095e-05
2.334000e+05,1.163561e+05,1.109791e+05, 5.580231e-04, 0.000000e+00, 1.033172e-03, 2.761826e-05, 7.613293e-08, 0.000000e+00, 5.170333e-04, 1.766768e-06, 4.546960e-01, 6.704042e-05
2.337000e+05,1.163560e+05,1.109791e+05, 5.569157e-04, 0.000000e+00, 1.034541e-03, 2.761795e-05, 7.613294e-08, 0.000000e+00, 5.168416e-04, 1.765296e-06, 4.545958e-01, 6.704993e-05
2.340000e+05,1.163559e+05,1.109791e+05, 5.557849e-04, 0.000000e+00, 1.035936e-03, 2.761752e-05, 7.613296e-08, 0.000000e+00, 5.166473e-04, 1.763798e-06, 4.545011e-01, 6.705949e-05
2.343000e+05,1.163558e+05,1.109790e+05, 5.546334e-04, 0.000000e+00, 1.037356e-03, 2.761699e-05, 7.613297e-08, 0.000000e+00, 5.164499e-04, 1.762273e-06, 4.544136e-01, 6.706911e-05
2.346000e+05,1.163558e+05,1.109790e+05, 5.534442e-04, 0.000000e+00, 1.038819e-03, 2.761631e-05, 7.613299e-08, 0.000000e+00, 5.162485e-04, 1.760715e-06, 4.543339e-01, 6.707879e-05
2.349000e+05,1.163557e+05,1.109790e+05, 5.522282e-04, 0.000000e+00, 1.040312e-03, 2.761551e-05, 7.613301e-08, 0.000000e+00, 5.160438e-04, 1.759130e-06, 4.542624e-01, 6.708853e-05
2.352000e+05,1.163556e+05,1.109790e+05, 5.509795e-04, 0.000000e+00, 1.041842e-03, 2.761455e-05, 7.613302e-08, 0.000000e+00, 5.158365e-04, 1.757511e-06, 4.542005e-01, 6.709830e-05
2.355000e+05,1.163556e+05,1.109790e+05, 5.496973e-04, 0.000000e+00, 1.043413e-03, 2.761341e-05, 7.613304e-08, 0.000000e+00, 5.156251e-04, 1.755854e-06, 4.541512e-01, 6.710814e-05
2.358000e+05,1.163555e+05,1.109790e+05, 5.483739e-04, 0.000000e+00, 1.045031e-03, 2.761209e-05, 7.613306e-08, 0.000000e+00, 5.154096e-04, 1.754158e-06, 4.541127e-01, 6.711804e-05
2.361000e+05,1.163554e+05,1.109790e+05, 5.470125e-04, 0.000000e+00, 1.046692e-03, 2.761062e-05, 7.613308e-08, 0.000000e+00, 5.151901e-04, 1.752426e-06, 4.540888e-01, 6.712802e-05
2.364000e+05,1.163553e+05,1.109790e+05, 5.456130e-04, 0.000000e+00, 1.048396e-03, 2.760897e-05, 7.613310e-08, 0.000000e+00, 5.149667e-04, 1.750656e-06, 4.540819e-01, 6.713805e-05
2.367000e+05,1.163553e+05,1.109790e+05, 5.441820e-04, 0.000000e+00, 1.050139e-03, 2.760713e-05, 7.613311e-08, 0.000000e+00, 5.147400e-04, 1.748848e-06, 4.540941e-01, 6.714813e-05
2.370000e+05,1.163552e+05,1.109790e+05, 5.427050e-04, 0.000000e+00, 1.051934e-03, 2.760504e-05, 7.613313e-08, 0.000000e+00, 5.145111e-04, 1.746998e-06, 4.541227e-01, 6.715822e-05
2.373000e+05,1.163551e+05,1.109790e+05, 5.411941e-04, 0.000000e+00, 1.053767e-03, 2.760282e-05, 7.613315e-08, 0.000000e+00, 5.142788e-04, 1.745116e-06, 4.541679e-01, 6.716837e-05
2.376000e+05,1.163550e+05,1.109790e+05, 5.396274e-04, 0.000000e+00, 1.055665e-03, 2.760033e-05, 7.613317e-08, 0.000000e+00, 5.140408e-04, 1.743180e-06, 4.542294e-01, 6.717860e-05
2.379000e+05,1.163550e+05,1.109790e+05, 5.380348e-04, 0.000000e+00, 1.057594e-03, 2.759771e-05, 7.613319e-08, 0.000000e+00, 5.137997e-04, 1.741213e-06, 4.543101e-01, 6.718889e-05
2.382000e+05,1.163549e+05,1.109790e+05, 5.363972e-04, 0.000000e+00, 1.059575e-03, 2.759486e-05, 7.613321e-08, 0.000000e+00, 5.135539e-04, 1.739198e-06, 4.544102e-01, 6.719925e-05
2.385000e+05,1.163548e+05,1.109790e+05, 5.346735e-04, 0.000000e+00, 1.061655e-03, 2.759165e-05, 7.613324e-08, 0.000000e+00, 5.132995e-04, 1.737113e-06, 4.545290e-01, 6.720976e-05
2.388000e+05,1.163547e+05,1.109790e+05, 5.328870e-04, 0.000000e+00, 1.063809e-03, 2.758815e-05, 7.613327e-08, 0.000000e+00, 5.130384e-04, 1.734972e-06, 4.546690e-01, 6.722039e-05
2.391000e+05,1.163546e+05,1.109790e+05, 5.310506e-04, 0.000000e+00, 1.066024e-03, 2.758437e-05, 7.613329e-08, 0.000000e+00, 5.127709e-04, 1.732774e-06, 4.548366e-01, 6.723113e-05
2.394000e+05,1.163545e+05,1.109790e+05, 5.291361e-04, 0.000000e+00, 1.068328e-03, 2.758026e-05, 7.613333e-08, 0.000000e+00, 5.124955e-04, 1.730512e-06, 4.550296e-01, 6.724201e-05
2.397000e+05,1.163545e+05,1.109789e+05, 5.271505e-04, 0.000000e+00, 1.070714e-03, 2.757582e-05, 7.613336e-08, 0.000000e+00, 5.122122e-04, 1.728185e-06, 4.552521e-01, 6.725303e-05
2.400000e+05,1.163544e+05,1.109789e+05, 5.245047e-04, 6.213197e-07, 1.073151e-03, 2.757103e-05, 7.613339e-08, 0.000000e+00, 5.119212e-04, 1.725790e-06, 4.555160e-01, 6.726419e-05
2.403000e+05,1.163543e+05,1.109789e+05, 5.079631e-04, 1.512990e-05, 1.075608e-03, 2.756609e-05, 7.613343e-08, 0.000000e+00, 5.116265e-04, 1.723356e-06, 4.558268e-01, 6.727541e-05
2.406000e+05,1.163543e+05,1.109789e+05, 5.079603e-04, 1.306824e-05, 1.078111e-03, 2.756133e-05, 7.613346e-08, 0.000000e+00, 5.113358e-04, 1.720907e-06, 4.561807e-01, 6.728647e-05
2.409000e+05,1.163540e+05,1.109789e+05, 5.079490e-04, 1.088164e-05, 1.080787e-03, 2.755594e-05, 7.613350e-08, 0.000000e+00, 5.110336e-04, 1.718378e-06, 4.566185e-01, 6.729760e-05
2.412000e+05,1.163526e+05,1.109789e+05, 5.078675e-04, 8.809016e-06, 1.083415e-03, 2.754959e-05, 7.613352e-08, 0.000000e+00, 5.107346e-04, 1.715827e-06, 4.572586e-01, 6.730748e-05
2.415000e+05,1.163510e+05,1.109789e+05, 5.077837e-04, 6.681811e-06, 1.086112e-03, 2.754274e-05, 7.613356e-08, 0.000000e+00, 5.104304e-04, 1.713219e-06, 4.579708e-01, 6.731718e-05
2.418000e+05,1.163500e+05,1.109791e+05, 5.077076e-04, 4.993877e-06, 1.088273e-03, 2.753805e-05, 7.613354e-08, 0.000000e+00, 5.101754e-04, 1.710797e-06, 4.589136e-01, 6.732572e-05
2.421000e+05,1.163491e+05,1.109791e+05, 5.076466e-04, 4.125099e-06, 1.089426e-03, 2.753744e-05, 7.613343e-08, 0.000000e+00, 5.100074e-04, 1.708735e-06, 4.600372e-01, 6.733255e-05
2.424000e+05,1.163482e+05,1.109792e+05, 5.075922e-04, 3.615860e-06, 1.090133e-03, 2.753857e-05, 7.613329e-08, 0.000000e+00, 5.098764e-04, 1.706779e-06, 4.612056e-01, 6.733864e-05
2.427000e+05,1.163473e+05,1.109792e+05, 5.075398e-04, 3.270984e-06, 1.090636e-03, 2.754043e-05, 7.613314e-08, 0.000000e+00, 5.097614e-04, 1.704836e-06, 4.624406e-01, 6.734438e-05
2.430000e+05,1.163464e+05,1.109792e+05, 5.074882e-04, 2.991789e-06, 1.091058e-03, 2.754261e-05, 7.613298e-08, 0.000000e+00, 5.096539e-04, 1.702897e-06, 4.637690e-01, 6.734998e-05
2.433000e+05,1.163455e+05,1.109792e+05, 5.074368e-04, 2.764292e-06, 1.091419e-03, 2.754504e-05, 7.613282e-08, 0.000000e+00, 5.095524e-04, 1.700964e-06, 4.651803e-01, 6.735551e-05
2.436000e+05,1.163446e+05,1.109792e+05, 5.073852e-04, 2.564074e-06, 1.091746e-03, 2.754755e-05, 7.613267e-08, 0.000000e+00, 5.094535e-04, 1.699040e-06, 4.666961e-01, 6.736102e-05
2.439000e+05,1.163436e+05,1.109792e+05, 5.073326e-04, 2.371967e-06, 1.092065e-03, 2.755004e-05, 7.613253e-08, 0.000000e+00, 5.093550e-04, 1.697123e-06, 4.683128e-01, 6.736650e-05
2.442000e+05,1.163427e+05,1.109792e+05, 5.072791e-04, 2.186110e-06, 1.092378e-03, 2.755249e-05, 7.613238e-08, 0.000000e+00, 5.092567e-04, 1.695216e-06, 4.700320e-01, 6.737194e-05
2.445000e+05,1.163417e+05,1.109792e+05, 5.072236e-04, 1.965783e-06, 1.092735e-03, 2.755470e-05, 7.613225e-08, 0.000000e+00, 5.091550e-04, 1.693319e-06, 4.718753e-01, 6.737732e-05
2.448000e+05,1.163407e+05,1.109792e+05, 5.071666e-04, 1.732070e-06, 1.093110e-03, 2.755680e-05, 7.613213e-08, 0.000000e+00, 5.090521e-04, 1.691429e-06, 4.738275e-01, 6.738265e-05
2.451000e+05,1.163399e+05,1.109792e+05, 5.071097e-04, 1.543906e-06, 1.093432e-03, 2.755919e-05, 7.613200e-08, 0.000000e+00, 5.089543e-04, 1.689546e-06, 4.758311e-01, 6.738808e-05
2.454000e+05,1.163394e+05,1.109792e+05, 5.070518e-04, 1.371954e-06, 1.093736e-03, 2.756167e-05, 7.613188e-08, 0.000000e+00, 5.088575e-04, 1.687673e-06, 4.778646e-01, 6.739356e-05
2.457000e+05,1.163388e+05,1.109792e+05, 5.069923e-04, 1.191435e-06, 1.094052e-03, 2.756403e-05, 7.613177e-08, 0.000000e+00, 5.087596e-04, 1.685809e-06, 4.799344e-01, 6.739900e-05
2.460000e+05,1.163383e+05,1.109792e+05, 5.069314e-04, 1.015937e-06, 1.094366e-03, 2.756640e-05, 7.613166e-08, 0.000000e+00, 5.086627e-04, 1.683952e-06, 4.820275e-01, 6.740443e-05
2.463000e+05,1.163377e+05,1.109792e+05, 5.068687e-04, 8.498718e-07, 1.094671e-03, 2.756880e-05, 7.613155e-08, 0.000000e+00, 5.085670e-04, 1.682105e-06, 4.841277e-01, 6.740984e-05
2.466000e+05,1.163371e+05,1.109792e+05, 5.068044e-04, 6.909081e-07, 1.094971e-03, 2.757116e-05, 7.613145e-08, 0.000000e+00, 5.084716e-04, 1.680266e-06, 4.862359e-01, 6.741524e-05
2.469000e+05,1.163365e+05,1.109792e+05, 5.067386e-04, 5.682565e-07, 1.095228e-03, 2.757366e-05, 7.613134e-08, 0.000000e+00, 5.083793e-04, 1.678435e-06, 4.883087e-01, 6.742064e-05
2.472000e+05,1.163358e+05,1.109792e+05, 5.066714e-04, 4.559019e-07, 1.095478e-03, 2.757629e-05, 7.613124e-08, 0.000000e+00, 5.082900e-04, 1.676612e-06, 4.903563e-01, 6.742607e-05
2.475000e+05,1.163352e+05,1.109792e+05, 5.066027e-04, 3.730696e-07, 1.095694e-03, 2.757903e-05, 7.613114e-08, 0.000000e+00, 5.082036e-04, 1.674799e-06, 4.923204e-01, 6.743153e-05
2.478000e+05,1.163345e+05,1.109792e+05, 5.065315e-04, 2.831756e-07, 1.095923e-03, 2.758169e-05, 7.613104e-08, 0.000000e+00, 5.081168e-04, 1.672997e-06, 4.942525e-01, 6.743695e-05
2.481000e+05,1.163339e+05,1.109792e+05, 5.064575e-04, 1.743306e-07, 1.096180e-03, 2.758422e-05, 7.613095e-08, 0.000000e+00, 5.080284e-04, 1.671205e-06, 4.961659e-01, 6.744232e-05
2.484000e+05,1.163336e+05,1.109792e+05, 5.063818e-04, 9.833439e-08, 1.096402e-03, 2.758701e-05, 7.613086e-08, 0.000000e+00, 5.079427e-04, 1.669422e-06, 4.979772e-01, 6.744786e-05
2.487000e+05,1.163332e+05,1.109792e+05, 5.063045e-04, 6.295735e-08, 1.096577e-03, 2.758998e-05, 7.613077e-08, 0.000000e+00, 5.078608e-04, 1.667648e-06, 4.996432e-01, 6.745348e-05
2.490000e+05,1.163328e+05,1.109792e+05, 5.062246e-04, 2.976929e-08, 1.096755e-03, 2.759293e-05, 7.613069e-08, 0.000000e+00, 5.077793e-04, 1.665885e-06, 5.011469e-01, 6.745908e-05
2.493000e+05,1.163325e+05,1.109792e+05, 5.061424e-04, 1.093915e-08, 1.096919e-03, 2.759594e-05, 7.613060e-08, 0.000000e+00, 5.076991e-04, 1.664130e-06, 5.025047e-01, 6.746471e-05
2.496000e+05,1.163321e+05,1.109792e+05, 5.060577e-04, 0.000000e+00, 1.097079e-03, 2.759896e-05, 7.613052e-08, 0.000000e+00, 5.076200e-04, 1.662387e-06, 5.036967e-01, 6.747034e-05
2.499000e+05,1.163317e+05,1.109792e+05, 5.059702e-04, 0.000000e+00, 1.097230e-03, 2.760200e-05, 7.613044e-08, 0.000000e+00, 5.075421e-04, 1.660655e-06, 5.047120e-01, 6.747598e-05
2.502000e+05,1.163313e+05,1.109792e+05, 5.058796e-04, 0.000000e+00, 1.097386e-03, 2.760501e-05, 7.613036e-08, 0.000000e+00, 5.074642e-04, 1.658936e-06, 5.055238e-01, 6.748160e-05
2.505000e+05,1.163309e+05,1.109792e+05, 5.057864e-04, 0.000000e+00, 1.097548e-03, 2.760799e-05, 7.613029e-08, 0.000000e+00, 5.073864e-04, 1.657228e-06, 5.062046e-01, 6.748721e-05
2.508000e+05,1.163304e+05,1.109792e+05, 5.056906e-04, 0.000000e+00, 1.097714e-03, 2.761093e-05, 7.613022e-08, 0.000000e+00, 5.073088e-04, 1.655532e-06, 5.067879e-01, 6.749282e-05
2.511000e+05,1.163300e+05,1.109792e+05, 5.055923e-04, 0.000000e+00, 1.097884e-03, 2.761385e-05, 7.613015e-08, 0.000000e+00, 5.072313e-04, 1.653846e-06, 5.072814e-01, 6.749840e-05
2.514000e+05,1.163295e+05,1.109792e+05, 5.054914e-04, 0.000000e+00, 1.098059e-03, 2.761674e-05, 7.613008e-08, 0.000000e+00, 5.071540e-04, 1.652170e-06, 5.077079e-01, 6.750398e-05
2.517000e+05,1.163291e+05,1.109792e+05, 5.053879e-04, 0.000000e+00, 1.098238e-03, 2.761959e-05, 7.613002e-08, 0.000000e+00, 5.070766e-04, 1.650505e-06, 5.080783e-01, 6.750954e-05
2.520000e+05,1.163286e+05,1.109792e+05, 5.052818e-04, 0.000000e+00, 1.098422e-03, 2.762242e-05, 7.612996e-08, 0.000000e+00, 5.069994e-04, 1.648850e-06, 5.083943e-01, 6.751510e-05
2.523000e+05,1.163281e+05,1.109792e+05, 5.051731e-04, 0.000000e+00, 1.098610e-03, 2.762521e-05, 7.612990e-08, 0.000000e+00, 5.069222e-04, 1.647206e-06, 5.086548e-01, 6.752064e-05
2.526000e+05,1.163277e+05,1.109792e+05, 5.050609e-04, 0.000000e+00, 1.098804e-03, 2.762802e-05, 7.612985e-08, 0.000000e+00, 5.068449e-04, 1.645572e-06, 5.088580e-01, 6.752621e-05
2.529000e+05,1.163274e+05,1.109792e+05, 5.049455e-04, 0.000000e+00, 1.099002e-03, 2.763082e-05, 7.612979e-08, 0.000000e+00, 5.067676e-04, 1.643948e-06, 5.090099e-01, 6.753181e-05
2.532000e+05,1.163271e+05,1.109792e+05, 5.048269e-04, 0.000000e+00, 1.099202e-03, 2.763359e-05, 7.612974e-08, 0.000000e+00, 5.066903e-04, 1.642334e-06, 5.090988e-01, 6.753740e-05
2.535000e+05,1.163267e+05,1.109792e+05, 5.047052e-04, 0.000000e+00, 1.099405e-03, 2.763632e-05, 7.612969e-08, 0.000000e+00, 5.066131e-04, 1.640730e-06, 5.091187e-01, 6.754297e-05
2.538000e+05,1.163264e+05,1.109792e+05, 5.045805e-04, 0.000000e+00, 1.099611e-03, 2.763903e-05, 7.612965e-08, 0.000000e+00, 5.065361e-04, 1.639136e-06, 5.090896e-01, 6.754853e-05
2.541000e+05,1.163260e+05,1.109792e+05, 5.044526e-04, 0.000000e+00, 1.099818e-03, 2.764170e-05, 7.612960e-08, 0.000000e+00, 5.064592e-04, 1.637552e-06, 5.090238e-01, 6.755408e-05
2.544000e+05,1.163256e+05,1.109792e+05, 5.043216e-04, 0.000000e+00, 1.100029e-03, 2.764434e-05, 7.612956e-08, 0.000000e+00, 5.063823e-04, 1.635977e-06, 5.089211e-01, 6.755961e-05
2.547000e+05,1.163253e+05,1.109792e+05, 5.041876e-04, 0.000000e+00, 1.100241e-03, 2.764695e-05, 7.612952e-08, 0.000000e+00, 5.063055e-04, 1.634412e-06, 5.087829e-01, 6.756514e-05
2.550000e+05,1.163249e+05,1.109792e+05, 5.040504e-04, 0.000000e+00, 1.100456e-03, 2.764953e-05, 7.612948e-08, 0.000000e+00, 5.062287e-04, 1.632856e-06, 5.086008e-01, 6.757065e-05
2.553000e+05,1.163245e+05,1.109792e+05, 5.039110e-04, 0.000000e+00, 1.100673e-03, 2.765209e-05, 7.612944e-08, 0.000000e+00, 5.061519e-04, 1.631307e-06, 5.084131e-01, 6.757616e-05
2.556000e+05,1.163241e+05,1.109792e+05, 5.037676e-04, 0.000000e+00, 1.100894e-03, 2.765461e-05, 7.612940e-08, 0.000000e+00, 5.060754e-04, 1.629769e-06, 5.081556e-01, 6.758165e-05
2.559000e+05,1.163238e+05,1.109792e+05, 5.036203e-04, 0.000000e+00, 1.101118e-03, 2.765713e-05, 7.612936e-08, 0.000000e+00, 5.059988e-04, 1.628241e-06, 5.078768e-01, 6.758717e-05
2.562000e+05,1.163235e+05,1.109792e+05, 5.034699e-04, 0.000000e+00, 1.101345e-03, 2.765963e-05, 7.612933e-08, 0.000000e+00, 5.059222e-04, 1.626722e-06, 5.075783e-01, 6.759268e-05
2.565000e+05,1.163233e+05,1.109792e+05, 5.033165e-04, 0.000000e+00, 1.101574e-03, 2.766209e-05, 7.612930e-08, 0.000000e+00, 5.058457e-04, 1.625212e-06, 5.072691e-01, 6.759818e-05
2.568000e+05,1.163230e+05,1.109792e+05, 5.031600e-04, 0.000000e+00, 1.101807e-03, 2.766453e-05, 7.612927e-08, 0.000000e+00, 5.057692e-04, 1.623710e-06, 5.069354e-01, 6.760368e-05
2.571000e+05,1.163226e+05,1.109792e+05, 5.030005e-04, 0.000000e+00, 1.102042e-03, 2.766694e-05, 7.612924e-08, 0.000000e+00, 5.056927e-04, 1.622217e-06, 5.065790e-01, 6.760916e-05
2.574000e+05,1.163223e+05,1.109792e+05, 5.028380e-04, 0.000000e+00, 1.102281e-03, 2.766932e-05, 7.612921e-08, 0.000000e+00, 5.056163e-04, 1.620732e-06, 5.062039e-01, 6.761464e-05
2.577000e+05,1.163220e+05,1.109792e+05, 5.026725e-04, 0.000000e+00, 1.102522e-03, 2.767168e-05, 7.612918e-08, 0.000000e+00, 5.055399e-04, 1.619256e-06, 5.058076e-01, 6.762011e-05
2.580000e+05,1.163217e+05,1.109792e+05, 5.025042e-04, 0.000000e+00, 1.102767e-03, 2.767401e-05, 7.612915e-08, 0.000000e+00, 5.054636e-04, 1.617788e-06, 5.053933e-01, 6.762557e-05
2.583000e+05,1.163214e+05,1.109792e+05, 5.023326e-04, 0.000000e+00, 1.103015e-03, 2.767631e-05, 7.612913e-08, 0.000000e+00, 5.053873e-04, 1.616328e-06, 5.049683e-01, 6.763103e-05
2.586000e+05,1.163211e+05,1.109792e+05, 5.021575e-04, 0.000000e+00, 1.103267e-03, 2.767861e-05, 7.612910e-08, 0.000000e+00, 5.053109e-04, 1.614877e-06, 5.045458e-01, 6.763650e-05
2.589000e+05,1.163209e+05,1.109792e+05, 5.019793e-04, 0.000000e+00, 1.103523e-03, 2.768089e-05, 7.612908e-08, 0.000000e+00, 5.052345e-04, 1.613433e-06, 5.041155e-01, 6.764198e-05
2.592000e+05,1.163206e+05,1.109792e+05, 5.017981e-04, 0.000000e+00, 1.103782e-03, 2.768313e-05, 7.612906e-08, 0.000000e+00, 5.051585e-04, 1.611997e-06, 5.036788e-01, 6.764744e-05
2.595000e+05,1.163204e+05,1.109792e+05, 5.016146e-04, 0.000000e+00, 1.104043e-03, 2.768535e-05, 7.612904e-08, 0.000000e+00, 5.050824e-04, 1.610567e-06, 5.032633e-01, 6.765289e-05
2.598000e+05,1.163201e+05,1.109792e+05, 5.014276e-04, 0.000000e+00, 1.104308e-03, 2.768755e-05, 7.612901e-08, 0.000000e+00, 5.050063e-04, 1.609144e-06, 5.028476e-01, 6.765833e-05
2.601000e+05,1.163199e+05,1.109792e+05, 5.012367e-04, 0.000000e+00, 1.104578e-03, 2.768971e-05, 7.612899e-08, 0.000000e+00, 5.049303e-04, 1.607731e-06, 5.024119e-01, 6.766377e-05
2.604000e+05,1.163196e+05,1.109792e+05, 5.010428e-04, 0.000000e+00, 1.104852e-03, 2.769184e-05, 7.612897e-08, 0.000000e+00, 5.048544e-04, 1.606325e-06, 5.019731e-01, 6.766920e-05
2.607000e+05,1.163193e+05,1.109792e+05, 5.008456e-04, 0.000000e+00, 1.105130e-03, 2.769395e-05, 7.612896e-08, 0.000000e+00, 5.047785e-04, 1.604927e-06, 5.015313e-01, 6.767462e-05
2.610000e+05,1.163191e+05,1.109792e+05, 5.006446e-04, 0.000000e+00, 1.105413e-03, 2.769604e-05, 7.612894e-08, 0.000000e+00, 5.047028e-04, 1.603535e-06, 5.010927e-01, 6.768005e-05
2.613000e+05,1.163189e+05,1.109792e+05, 5.004404e-04, 0.000000e+00, 1.105700e-03, 2.769809e-05, 7.612892e-08, 0.000000e+00, 5.046278e-04, 1.602151e-06, 5.006504e-01, 6.768546e-05
2.616000e+05,1.163187e+05,1.109792e+05, 5.002332e-04, 0.000000e+00, 1.105991e-03, 2.770012e-05, 7.612890e-08, 0.000000e+00, 5.045529e-04, 1.600774e-06, 5.002066e-01, 6.769087e-05
2.619000e+05,1.163185e+05,1.109792e+05, 5.000229e-04, 0.000000e+00, 1.106288e-03, 2.770213e-05, 7.612888e-08, 0.000000e+00, 5.044781e-04, 1.599403e-06, 4.997630e-01, 6.769626e-05
2.622000e+05,1.163183e+05,1.109792e+05, 4.998096e-04, 0.000000e+00, 1.106588e-03, 2.770410e-05, 7.612887e-08, 0.000000e+00, 5.044035e-04, 1.598039e-06, 4.993190e-01, 6.770165e-05
2.625000e+05,1.163180e+05,1.109792e+05, 4.995932e-04, 0.000000e+00, 1.106893e-03, 2.770605e-05, 7.612885e-08, 0.000000e+00, 5.043291e-04, 1.596682e-06, 4.988743e-01, 6.770702e-05
2.628000e+05,1.163178e+05,1.109792e+05, 4.993738e-04, 0.000000e+00, 1.107203e-03, 2.770797e-05, 7.612883e-08, 0.000000e+00, 5.042549e-04, 1.595330e-06, 4.984312e-01, 6.771239e-05
2.631000e+05,1.163176e+05,1.109792e+05, 4.991510e-04, 0.000000e+00, 1.107519e-03, 2.770988e-05, 7.612882e-08, 0.000000e+00, 5.041809e-04, 1.593986e-06, 4.979883e-01, 6.771777e-05
2.634000e+05,1.163174e+05,1.109792e+05, 4.989249e-04, 0.000000e+00, 1.107839e-03, 2.771176e-05, 7.612880e-08, 0.000000e+00, 5.041070e-04, 1.592647e-06, 4.975457e-01, 6.772313e-05
2.637000e+05,1.163172e+05,1.109792e+05, 4.986957e-04, 0.000000e+00, 1.108164e-03, 2.771361e-05, 7.612879e-08, 0.000000e+00, 5.040333e-04, 1.591315e-06, 4.971087e-01, 6.772850e-05
