t[s],p1[Pa],p2[Pa],mobA[kg],immA[kg],dissA[kg],sealA[kg],mobB[kg],immB[kg],dissB[kg],sealB[kg],M_C[m],sealTot[kg]
0.000000e+00,1.168551e+05,1.109793e+05, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
3.000000e+02,1.161172e+05,1.109821e+05, 0.000000e+00, 0.000000e+00, 3.888460e-10, 1.292299e-14, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973647e-16, 3.198897e-05, 1.853458e-12
6.000000e+02,1.161139e+05,1.109808e+05, 1.102195e-05, 0.000000e+00, 2.429140e-05, 6.952789e-07, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973647e-16, 4.756948e-02, 7.462983e-07
9.000000e+02,1.161170e+05,1.109813e+05, 2.333332e-05, 2.953818e-07, 5.372394e-05, 1.709865e-06, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973647e-16, 8.945395e-02, 1.790012e-06
1.200000e+03,1.161262e+05,1.109849e+05, 4.513721e-05, 3.259454e-07, 7.724144e-05, 3.144130e-06, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973647e-16, 1.044804e-01, 3.264824e-06
1.500000e+03,1.161262e+05,1.109848e+05, 6.815905e-05, 2.544173e-07, 9.959326e-05, 4.770779e-06, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973648e-16, 1.358415e-01, 4.937165e-06
1.800000e+03,1.161262e+05,1.109842e+05, 9.304095e-05, 1.559655e-07, 1.195582e-04, 6.654834e-06, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973648e-16, 1.706457e-01, 6.874212e-06
2.100000e+03,1.161312e+05,1.109848e+05, 1.260936e-04, 1.490933e-07, 1.303484e-04, 9.249929e-06, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973648e-16, 1.732899e-01, 9.542720e-06
2.400000e+03,1.161727e+05,1.109844e+05, 1.425609e-04, 3.316497e-06, 1.550975e-04, 1.101804e-05, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973648e-16, 1.964749e-01, 1.136067e-05
2.700000e+03,1.161759e+05,1.109847e+05, 1.802398e-04, 7.259594e-08, 1.638432e-04, 1.402608e-05, 0.000000e+00, 0.000000e+00, 2.889169e-13, 3.973648e-16, 1.922448e-01, 1.445527e-05
3.000000e+03,1.162092e+05,1.109798e+05, 2.129133e-04, 2.083860e-07, 1.732381e-04, 1.688310e-05, 0.000000e+00, 0.000000e+00, 2.889176e-13, 3.973648e-16, 2.032286e-01, 1.740460e-05
3.300000e+03,1.162212e+05,1.109843e+05, 2.322331e-04, 0.000000e+00, 1.981195e-04, 1.853808e-05, 0.000000e+00, 0.000000e+00, 2.889195e-13, 3.973648e-16, 2.109373e-01, 1.911683e-05
3.600000e+03,1.162248e+05,1.109846e+05, 2.706847e-04, 0.000000e+00, 2.008200e-04, 2.165883e-05, 0.000000e+00, 0.000000e+00, 2.889386e-13, 3.973648e-16, 2.155795e-01, 2.234339e-05
3.900000e+03,1.162579e+05,1.109798e+05, 3.024489e-04, 3.099737e-07, 2.086190e-04, 2.302129e-05, 0.000000e+00, 0.000000e+00, 2.889994e-13, 3.973648e-16, 2.223841e-01, 2.379212e-05
4.200000e+03,1.162705e+05,1.109844e+05, 3.102377e-04, 5.799343e-06, 2.385886e-04, 2.308887e-05, 0.000000e+00, 0.000000e+00, 2.890423e-13, 3.973648e-16, 2.287829e-01, 2.390097e-05
4.500000e+03,1.162720e+05,1.109844e+05, 3.528397e-04, 0.000000e+00, 2.411706e-04, 2.326332e-05, 0.000000e+00, 0.000000e+00, 2.892758e-13, 3.973648e-16, 2.310526e-01, 2.419876e-05
4.800000e+03,1.162787e+05,1.109842e+05, 3.906009e-04, 0.000000e+00, 2.408245e-04, 2.343419e-05, 0.000000e+00, 0.000000e+00, 2.897835e-13, 3.973648e-16, 2.369621e-01, 2.447471e-05
5.100000e+03,1.163076e+05,1.109800e+05, 4.037431e-04, 1.836512e-06, 2.621325e-04, 2.351071e-05, 0.000000e+00, 0.000000e+00, 2.900747e-13, 3.973648e-16, 2.493589e-01, 2.457607e-05
5.400000e+03,1.163188e+05,1.109839e+05, 4.321090e-04, 0.000000e+00, 2.746121e-04, 2.358186e-05, 0.000000e+00, 0.000000e+00, 2.906873e-13, 3.973648e-16, 2.466213e-01, 2.468129e-05
5.700000e+03,1.163220e+05,1.109842e+05, 4.685394e-04, 0.000000e+00, 2.747545e-04, 2.367447e-05, 0.000000e+00, 0.000000e+00, 2.919438e-13, 3.973649e-16, 2.504323e-01, 2.481507e-05
6.000000e+03,1.163396e+05,1.109840e+05, 5.040028e-04, 0.000000e+00, 2.741886e-04, 2.376391e-05, 0.000000e+00, 0.000000e+00, 2.936610e-13, 3.973649e-16, 2.551810e-01, 2.493703e-05
6.300000e+03,1.163572e+05,1.109803e+05, 5.079699e-04, 2.431683e-06, 3.029614e-04, 2.379218e-05, 0.000000e+00, 0.000000e+00, 2.942180e-13, 3.973649e-16, 2.613547e-01, 2.497232e-05
6.600000e+03,1.163684e+05,1.109840e+05, 5.416465e-04, 1.127866e-07, 3.071452e-04, 2.385045e-05, 0.000000e+00, 0.000000e+00, 2.966223e-13, 3.973649e-16, 2.611906e-01, 2.505489e-05
6.900000e+03,1.163707e+05,1.109841e+05, 5.747165e-04, 0.000000e+00, 3.101124e-04, 2.390878e-05, 0.000000e+00, 0.000000e+00, 3.003801e-13, 3.973649e-16, 2.577672e-01, 2.513627e-05
7.200000e+03,1.163803e+05,1.109840e+05, 6.092709e-04, 0.000000e+00, 3.096885e-04, 2.396931e-05, 0.000000e+00, 0.000000e+00, 3.059408e-13, 3.973649e-16, 2.593939e-01, 2.521864e-05
7.500000e+03,1.164053e+05,1.109800e+05, 6.187803e-04, 1.312342e-06, 3.320786e-04, 2.399798e-05, 0.000000e+00, 0.000000e+00, 3.082836e-13, 3.973649e-16, 2.677127e-01, 2.525445e-05
7.800000e+03,1.164171e+05,1.109838e+05, 6.431352e-04, 0.000000e+00, 3.424395e-04, 2.403259e-05, 0.000000e+00, 0.000000e+00, 3.135758e-13, 3.973650e-16, 2.606287e-01, 2.530276e-05
8.100000e+03,1.164192e+05,1.109840e+05, 6.752415e-04, 0.000000e+00, 3.458427e-04, 2.407316e-05, 0.000000e+00, 0.000000e+00, 3.219622e-13, 3.973658e-16, 2.556684e-01, 2.535896e-05
8.400000e+03,1.164231e+05,1.109840e+05, 7.095578e-04, 0.000000e+00, 3.459200e-04, 2.411602e-05, 0.000000e+00, 0.000000e+00, 3.334180e-13, 3.973734e-16, 2.548462e-01, 2.541758e-05
8.700000e+03,1.164539e+05,1.109799e+05, 7.345813e-04, 6.685266e-08, 3.508252e-04, 2.415593e-05, 0.000000e+00, 0.000000e+00, 3.434338e-13, 3.974126e-16, 2.583610e-01, 2.546918e-05
9.000000e+03,1.164644e+05,1.109833e+05, 7.370357e-04, 6.744685e-06, 3.780469e-04, 2.417379e-05, 0.000000e+00, 0.000000e+00, 3.488219e-13, 3.974697e-16, 2.532689e-01, 2.549213e-05
9.300000e+03,1.164685e+05,1.109845e+05, 7.718068e-04, 0.000000e+00, 3.797183e-04, 2.421031e-05, 0.000000e+00, 0.000000e+00, 3.632926e-13, 3.979906e-16, 2.525696e-01, 2.554119e-05
9.600000e+03,1.164727e+05,1.109870e+05, 8.058612e-04, 0.000000e+00, 3.794349e-04, 2.424686e-05, 0.000000e+00, 0.000000e+00, 3.819122e-13, 4.014879e-16, 2.508122e-01, 2.559028e-05
9.900000e+03,1.164835e+05,1.109900e+05, 8.397129e-04, 0.000000e+00, 3.786222e-04, 2.428160e-05, 0.000000e+00, 0.000000e+00, 4.037272e-13, 4.227698e-16, 2.498183e-01, 2.563789e-05
1.020000e+04,1.165079e+05,1.109836e+05, 8.531380e-04, 8.774071e-07, 3.938803e-04, 2.430551e-05, 0.000000e+00, 0.000000e+00, 4.197831e-13, 4.633367e-16, 2.576374e-01, 2.566884e-05
1.050000e+04,1.165186e+05,1.109860e+05, 8.612215e-04, 8.326713e-06, 4.089369e-04, 2.432792e-05, 0.000000e+00, 0.000000e+00, 4.492882e-13, 5.925741e-16, 2.492501e-01, 2.585440e-05
1.080000e+04,1.165195e+05,1.109858e+05, 9.007662e-04, 0.000000e+00, 4.105777e-04, 2.436183e-05, 0.000000e+00, 0.000000e+00, 5.733714e-13, 1.377390e-15, 2.474113e-01, 2.619481e-05
1.110000e+04,1.165239e+05,1.109877e+05, 9.346391e-04, 0.000000e+00, 4.102383e-04, 2.439517e-05, 0.000000e+00, 0.000000e+00, 1.047604e-12, 4.996385e-15, 2.440282e-01, 2.649746e-05
1.140000e+04,1.165355e+05,1.109852e+05, 9.681084e-04, 0.000000e+00, 4.092812e-04, 2.442803e-05, 0.000000e+00, 0.000000e+00, 2.892884e-12, 2.093965e-14, 2.421408e-01, 2.678758e-05
1.170000e+04,1.165582e+05,1.109851e+05, 9.743114e-04, 1.756250e-06, 4.315116e-04, 2.444468e-05, 0.000000e+00, 0.000000e+00, 4.419075e-12, 3.505715e-14, 2.486423e-01, 2.691032e-05
1.200000e+04,1.165659e+05,1.109856e+05, 9.852897e-04, 8.081835e-06, 4.392515e-04, 2.446265e-05, 0.000000e+00, 0.000000e+00, 1.039539e-11, 9.202028e-14, 2.420340e-01, 2.808240e-05
1.230000e+04,1.165665e+05,1.109886e+05, 1.012235e-03, 0.000000e+00, 4.415338e-04, 2.448509e-05, 0.000000e+00, 0.000000e+00, 2.480635e-11, 2.420822e-13, 2.412544e-01, 3.085664e-05
1.260000e+04,1.165625e+05,1.109854e+05, 1.025667e-03, 0.000000e+00, 4.417946e-04, 2.449475e-05, 0.000000e+00, 0.000000e+00, 4.943964e-11, 4.975834e-13, 2.400549e-01, 3.358418e-05
1.290000e+04,1.165578e+05,1.109817e+05, 1.034361e-03, 0.000000e+00, 4.417668e-04, 2.450255e-05, 0.000000e+00, 4.804891e-07, 5.308399e-06, 7.743490e-13, 2.388126e-01, 3.481901e-05
1.320000e+04,1.165629e+05,1.109862e+05, 1.039061e-03, 0.000000e+00, 4.417496e-04, 2.450693e-05, 2.027348e-06, 2.462059e-06, 3.345172e-05, 1.353107e-09, 2.385539e-01, 3.558595e-05
1.350000e+04,1.165629e+05,1.109856e+05, 1.041126e-03, 0.000000e+00, 4.417842e-04, 2.450469e-05, 4.290593e-06, 5.162442e-06, 6.712549e-05, 2.244880e-08, 2.384613e-01, 3.607901e-05
1.380000e+04,1.165561e+05,1.109811e+05, 1.043093e-03, 0.000000e+00, 4.418424e-04, 2.451184e-05, 6.147483e-06, 7.795761e-06, 1.040531e-04, 5.185419e-08, 2.380925e-01, 3.643862e-05
1.410000e+04,1.165606e+05,1.109837e+05, 1.043367e-03, 0.000000e+00, 4.420327e-04, 2.450954e-05, 1.201880e-05, 9.356485e-06, 1.405111e-04, 7.013463e-08, 2.382446e-01, 3.669248e-05
1.440000e+04,1.165633e+05,1.109839e+05, 1.043594e-03, 0.000000e+00, 4.422018e-04, 2.450885e-05, 2.387634e-05, 1.076917e-05, 1.719061e-04, 1.033703e-07, 2.382437e-01, 3.698156e-05
1.470000e+04,1.165560e+05,1.109804e+05, 1.044389e-03, 0.000000e+00, 4.422795e-04, 2.451399e-05, 3.019357e-05, 1.237720e-05, 2.081874e-04, 1.328580e-07, 2.380844e-01, 3.720380e-05
1.500000e+04,1.165644e+05,1.109841e+05, 1.044091e-03, 0.000000e+00, 4.426135e-04, 2.451345e-05, 3.845923e-05, 1.385629e-05, 2.435776e-04, 1.595587e-07, 2.383479e-01, 3.740272e-05
1.530000e+04,1.165639e+05,1.109839e+05, 1.043664e-03, 0.000000e+00, 4.429650e-04, 2.450860e-05, 4.459722e-05, 1.574396e-05, 2.810944e-04, 1.895239e-07, 2.384885e-01, 3.763410e-05
1.560000e+04,1.165628e+05,1.109829e+05, 1.043380e-03, 0.000000e+00, 4.433120e-04, 2.450200e-05, 4.988794e-05, 1.753583e-05, 3.191337e-04, 2.102999e-07, 2.386017e-01, 3.784960e-05
1.590000e+04,1.165612e+05,1.109819e+05, 1.043884e-03, 0.000000e+00, 4.434254e-04, 2.450046e-05, 5.441726e-05, 1.977339e-05, 3.570634e-04, 2.401997e-07, 2.385852e-01, 3.808156e-05
1.620000e+04,1.165593e+05,1.109810e+05, 1.044520e-03, 0.000000e+00, 4.434899e-04, 2.450307e-05, 6.404334e-05, 2.132712e-05, 3.989144e-04, 2.703435e-07, 2.386935e-01, 3.828600e-05
1.650000e+04,1.165604e+05,1.109817e+05, 1.044638e-03, 0.000000e+00, 4.436701e-04, 2.450657e-05, 7.467242e-05, 2.267883e-05, 4.439777e-04, 3.013031e-07, 2.390150e-01, 3.846566e-05
1.680000e+04,1.165615e+05,1.109822e+05, 1.044081e-03, 0.000000e+00, 4.440782e-04, 2.449910e-05, 8.432822e-05, 2.522001e-05, 4.913168e-04, 3.274507e-07, 2.393274e-01, 3.862167e-05
1.710000e+04,1.165625e+05,1.109823e+05, 1.043584e-03, 0.000000e+00, 4.445277e-04, 2.448820e-05, 9.140891e-05, 2.577626e-05, 5.344467e-04, 3.491623e-07, 2.396222e-01, 3.880652e-05
1.740000e+04,1.165678e+05,1.109836e+05, 1.043348e-03, 0.000000e+00, 4.449288e-04, 2.447843e-05, 9.498006e-05, 2.948527e-05, 5.797224e-04, 3.714621e-07, 2.399535e-01, 3.901489e-05
1.770000e+04,1.165711e+05,1.109840e+05, 1.043129e-03, 0.000000e+00, 4.453663e-04, 2.446785e-05, 1.152211e-04, 2.727439e-05, 6.096899e-04, 3.911689e-07, 2.402836e-01, 3.921368e-05
1.800000e+04,1.165604e+05,1.109810e+05, 1.043110e-03, 0.000000e+00, 4.457254e-04, 2.445841e-05, 1.224501e-04, 2.911688e-05, 6.473631e-04, 4.171469e-07, 2.405644e-01, 3.946842e-05
1.830000e+04,1.165437e+05,1.109773e+05, 1.030597e-03, 0.000000e+00, 4.508417e-04, 2.443882e-05, 1.157147e-04, 2.622167e-05, 6.620507e-04, 4.919700e-07, 2.398056e-01, 3.918665e-05
1.860000e+04,1.165454e+05,1.109777e+05, 1.023019e-03, 0.000000e+00, 4.541818e-04, 2.443188e-05, 1.110998e-04, 2.524862e-05, 6.684317e-04, 5.424875e-07, 2.401131e-01, 3.918848e-05
1.890000e+04,1.165464e+05,1.109779e+05, 1.017755e-03, 0.000000e+00, 4.566448e-04, 2.442769e-05, 1.065058e-04, 2.415090e-05, 6.738709e-04, 5.868601e-07, 2.406286e-01, 3.925303e-05
1.920000e+04,1.165470e+05,1.109781e+05, 1.013829e-03, 0.000000e+00, 4.585911e-04, 2.442521e-05, 1.021286e-04, 2.281303e-05, 6.787692e-04, 6.275805e-07, 2.412755e-01, 3.934930e-05
1.950000e+04,1.165474e+05,1.109782e+05, 1.010756e-03, 0.000000e+00, 4.602054e-04, 2.442416e-05, 9.787197e-05, 2.180932e-05, 6.828335e-04, 6.657112e-07, 2.420386e-01, 3.946532e-05
1.980000e+04,1.165478e+05,1.109783e+05, 1.008218e-03, 0.000000e+00, 4.616330e-04, 2.442381e-05, 9.376779e-05, 2.086135e-05, 6.864316e-04, 7.023566e-07, 2.429296e-01, 3.959293e-05
2.010000e+04,1.165479e+05,1.109783e+05, 1.006050e-03, 0.000000e+00, 4.629436e-04, 2.442392e-05, 8.237068e-05, 2.736680e-05, 6.896479e-04, 7.383025e-07, 2.439413e-01, 3.972821e-05
2.040000e+04,1.165479e+05,1.109783e+05, 1.004124e-03, 0.000000e+00, 4.641927e-04, 2.442430e-05, 7.946598e-05, 2.534498e-05, 6.927406e-04, 7.729365e-07, 2.451025e-01, 3.986873e-05
2.070000e+04,1.165482e+05,1.109784e+05, 1.002388e-03, 0.000000e+00, 4.654058e-04, 2.442511e-05, 7.431712e-05, 2.578828e-05, 6.954993e-04, 8.061670e-07, 2.464025e-01, 4.001388e-05
2.100000e+04,1.165482e+05,1.109784e+05, 1.000786e-03, 0.000000e+00, 4.666039e-04, 2.442626e-05, 6.932214e-05, 2.624920e-05, 6.979606e-04, 8.371569e-07, 2.478639e-01, 4.016392e-05
2.130000e+04,1.165483e+05,1.109785e+05, 9.992424e-04, 0.000000e+00, 4.678275e-04, 2.442756e-05, 6.541118e-05, 2.595274e-05, 7.000078e-04, 8.671056e-07, 2.494857e-01, 4.032595e-05
2.160000e+04,1.165488e+05,1.109786e+05, 9.977675e-04, 0.000000e+00, 4.690642e-04, 2.442977e-05, 6.420588e-05, 2.418304e-05, 7.008373e-04, 8.967626e-07, 2.512397e-01, 4.049925e-05
2.190000e+04,1.165489e+05,1.109787e+05, 9.963049e-04, 0.000000e+00, 4.703381e-04, 2.443232e-05, 6.307896e-05, 2.275477e-05, 7.012748e-04, 9.255559e-07, 2.531477e-01, 4.068002e-05
2.220000e+04,1.165488e+05,1.109787e+05, 9.948113e-04, 0.000000e+00, 4.716796e-04, 2.443487e-05, 6.196568e-05, 2.146416e-05, 7.015389e-04, 9.537069e-07, 2.552144e-01, 4.087003e-05
2.250000e+04,1.165489e+05,1.109787e+05, 9.927240e-04, 5.542437e-07, 4.730966e-04, 2.443756e-05, 6.089524e-05, 2.038203e-05, 7.015569e-04, 9.812087e-07, 2.574205e-01, 4.106742e-05
2.280000e+04,1.165487e+05,1.109787e+05, 9.792701e-04, 1.240001e-05, 4.746164e-04, 2.444016e-05, 5.981179e-05, 1.941634e-05, 7.014842e-04, 1.008292e-06, 2.597559e-01, 4.127178e-05
2.310000e+04,1.165486e+05,1.109786e+05, 9.742490e-04, 1.575712e-05, 4.761969e-04, 2.444265e-05, 5.813541e-05, 1.897711e-05, 7.015241e-04, 1.034817e-06, 2.622474e-01, 4.148169e-05
2.340000e+04,1.165486e+05,1.109787e+05, 9.742455e-04, 1.415285e-05, 4.777713e-04, 2.444503e-05, 5.406864e-05, 2.091820e-05, 7.016168e-04, 1.060640e-06, 2.649342e-01, 4.169430e-05
2.370000e+04,1.165481e+05,1.109786e+05, 9.742267e-04, 1.240803e-05, 4.795920e-04, 2.444714e-05, 5.387810e-05, 1.906157e-05, 7.016220e-04, 1.085898e-06, 2.678296e-01, 4.191268e-05
2.400000e+04,1.165478e+05,1.109787e+05, 9.741660e-04, 1.049702e-05, 4.815425e-04, 2.444916e-05, 5.368717e-05, 1.749063e-05, 7.013834e-04, 1.110445e-06, 2.710052e-01, 4.213245e-05
2.430000e+04,1.165478e+05,1.109789e+05, 9.741201e-04, 9.574586e-06, 4.824664e-04, 2.445283e-05, 5.352093e-05, 1.637083e-05, 7.010124e-04, 1.133931e-06, 2.751098e-01, 4.233300e-05
2.460000e+04,1.165474e+05,1.109789e+05, 9.740803e-04, 9.054854e-06, 4.829734e-04, 2.445711e-05, 5.335172e-05, 1.539759e-05, 7.006373e-04, 1.157505e-06, 2.797604e-01, 4.253232e-05
2.490000e+04,1.165470e+05,1.109790e+05, 9.740423e-04, 8.641797e-06, 4.833722e-04, 2.446171e-05, 5.317900e-05, 1.463136e-05, 7.001073e-04, 1.181378e-06, 2.847993e-01, 4.273172e-05
2.520000e+04,1.165466e+05,1.109790e+05, 9.740046e-04, 8.196889e-06, 4.838075e-04, 2.446651e-05, 5.291451e-05, 1.425308e-05, 6.993100e-04, 1.204640e-06, 2.901635e-01, 4.292848e-05
2.550000e+04,1.165461e+05,1.109790e+05, 9.739655e-04, 7.669893e-06, 4.843315e-04, 2.447127e-05, 5.273554e-05, 1.384514e-05, 6.984671e-04, 1.226950e-06, 2.957877e-01, 4.312024e-05
2.580000e+04,1.165456e+05,1.109790e+05, 9.739255e-04, 7.121505e-06, 4.848811e-04, 2.447605e-05, 5.255407e-05, 1.347144e-05, 6.976197e-04, 1.248994e-06, 3.016901e-01, 4.330956e-05
2.610000e+04,1.165451e+05,1.109790e+05, 9.738849e-04, 6.572343e-06, 4.854348e-04, 2.448083e-05, 5.237078e-05, 1.309663e-05, 6.967959e-04, 1.270407e-06, 3.077634e-01, 4.349495e-05
2.640000e+04,1.165446e+05,1.109790e+05, 9.738437e-04, 6.023604e-06, 4.859929e-04, 2.448569e-05, 5.218430e-05, 1.273474e-05, 6.959893e-04, 1.291488e-06, 3.139798e-01, 4.367734e-05
2.670000e+04,1.165440e+05,1.109790e+05, 9.738022e-04, 5.536939e-06, 4.864887e-04, 2.449064e-05, 5.199504e-05, 1.237862e-05, 6.952148e-04, 1.312208e-06, 3.202934e-01, 4.385666e-05
2.700000e+04,1.165435e+05,1.109790e+05, 9.737595e-04, 5.046878e-06, 4.869884e-04, 2.449556e-05, 5.180504e-05, 1.204889e-05, 6.944292e-04, 1.332425e-06, 3.267708e-01, 4.403226e-05
2.730000e+04,1.165429e+05,1.109790e+05, 9.737159e-04, 4.600087e-06, 4.874448e-04, 2.450055e-05, 5.161290e-05, 1.171849e-05, 6.936811e-04, 1.352239e-06, 3.333809e-01, 4.420486e-05
2.760000e+04,1.165424e+05,1.109791e+05, 9.736710e-04, 4.164357e-06, 4.878920e-04, 2.450559e-05, 5.141822e-05, 1.140761e-05, 6.929442e-04, 1.371606e-06, 3.399858e-01, 4.437426e-05
2.790000e+04,1.165418e+05,1.109791e+05, 9.736249e-04, 3.738350e-06, 4.883313e-04, 2.451064e-05, 5.122251e-05, 1.114220e-05, 6.921714e-04, 1.390580e-06, 3.465991e-01, 4.454084e-05
2.820000e+04,1.165412e+05,1.109791e+05, 9.735776e-04, 3.400112e-06, 4.886820e-04, 2.451581e-05, 5.102543e-05, 1.090491e-05, 6.914054e-04, 1.409338e-06, 3.531273e-01, 4.470536e-05
2.850000e+04,1.165406e+05,1.109791e+05, 9.735287e-04, 3.146539e-06, 4.889473e-04, 2.452109e-05, 5.082369e-05, 1.069881e-05, 6.906391e-04, 1.427778e-06, 3.594891e-01, 4.486704e-05
2.880000e+04,1.165400e+05,1.109791e+05, 9.734787e-04, 2.978520e-06, 4.891264e-04, 2.452648e-05, 5.061981e-05, 1.049345e-05, 6.899120e-04, 1.446356e-06, 3.657060e-01, 4.502781e-05
2.910000e+04,1.165394e+05,1.109791e+05, 9.734272e-04, 2.855379e-06, 4.892614e-04, 2.453193e-05, 5.041341e-05, 1.029413e-05, 6.892068e-04, 1.464960e-06, 3.717535e-01, 4.518712e-05
2.940000e+04,1.165387e+05,1.109791e+05, 9.733743e-04, 2.724024e-06, 4.894070e-04, 2.453732e-05, 5.020551e-05, 1.007704e-05, 6.885317e-04, 1.482963e-06, 3.776150e-01, 4.534300e-05
2.970000e+04,1.165379e+05,1.109791e+05, 9.733200e-04, 2.596588e-06, 4.895514e-04, 2.454272e-05, 4.999480e-05, 9.850341e-06, 6.878869e-04, 1.500500e-06, 3.832514e-01, 4.549602e-05
3.000000e+04,1.165372e+05,1.109791e+05, 9.732642e-04, 2.473358e-06, 4.896936e-04, 2.454814e-05, 4.978137e-05, 9.618000e-06, 6.872744e-04, 1.517748e-06, 3.886661e-01, 4.564730e-05
3.030000e+04,1.165365e+05,1.109791e+05, 9.732068e-04, 2.355780e-06, 4.898323e-04, 2.455354e-05, 4.956567e-05, 9.381177e-06, 6.866832e-04, 1.534566e-06, 3.938516e-01, 4.579585e-05
3.060000e+04,1.165357e+05,1.109791e+05, 9.731479e-04, 2.255318e-06, 4.899558e-04, 2.455899e-05, 4.934777e-05, 9.158037e-06, 6.861029e-04, 1.551352e-06, 3.988287e-01, 4.594299e-05
3.090000e+04,1.165352e+05,1.109791e+05, 9.730864e-04, 2.149530e-06, 4.900898e-04, 2.456451e-05, 4.912747e-05, 8.922903e-06, 6.855584e-04, 1.567758e-06, 4.035809e-01, 4.608791e-05
3.120000e+04,1.165347e+05,1.109791e+05, 9.730236e-04, 2.031391e-06, 4.902392e-04, 2.457001e-05, 4.890556e-05, 8.686025e-06, 6.850298e-04, 1.583909e-06, 4.082100e-01, 4.623122e-05
3.150000e+04,1.165342e+05,1.109791e+05, 9.729592e-04, 1.916683e-06, 4.903874e-04, 2.457552e-05, 4.868121e-05, 8.448033e-06, 6.845198e-04, 1.599757e-06, 4.126896e-01, 4.637269e-05
3.180000e+04,1.165338e+05,1.109791e+05, 9.728929e-04, 1.779161e-06, 4.905625e-04, 2.458104e-05, 4.845429e-05, 8.212567e-06, 6.840302e-04, 1.615439e-06, 4.170424e-01, 4.651241e-05
3.210000e+04,1.165333e+05,1.109791e+05, 9.728246e-04, 1.610838e-06, 4.907720e-04, 2.458652e-05, 4.822608e-05, 7.987857e-06, 6.835360e-04, 1.630722e-06, 4.212794e-01, 4.665016e-05
3.240000e+04,1.165327e+05,1.109791e+05, 9.727548e-04, 1.495147e-06, 4.909293e-04, 2.459203e-05, 4.799557e-05, 7.753450e-06, 6.830741e-04, 1.645819e-06, 4.253968e-01, 4.678613e-05
3.270000e+04,1.165322e+05,1.109791e+05, 9.726827e-04, 1.362195e-06, 4.911072e-04, 2.459749e-05, 4.776271e-05, 7.500226e-06, 6.826467e-04, 1.660509e-06, 4.293921e-01, 4.692031e-05
3.300000e+04,1.165317e+05,1.109791e+05, 9.726086e-04, 1.234363e-06, 4.912827e-04, 2.460300e-05, 4.752759e-05, 7.257731e-06, 6.822270e-04, 1.675221e-06, 4.333720e-01, 4.705355e-05
3.330000e+04,1.165311e+05,1.109791e+05, 9.725327e-04, 1.092384e-06, 4.914752e-04, 2.460847e-05, 4.729054e-05, 7.018199e-06, 6.818140e-04, 1.689615e-06, 4.372961e-01, 4.718534e-05
3.360000e+04,1.165305e+05,1.109791e+05, 9.724546e-04, 9.295474e-07, 4.916920e-04, 2.461394e-05, 4.705135e-05, 6.797674e-06, 6.813888e-04, 1.703839e-06, 4.411573e-01, 4.731642e-05
3.390000e+04,1.165299e+05,1.109791e+05, 9.723743e-04, 7.613244e-07, 4.919174e-04, 2.461940e-05, 4.657905e-05, 6.830689e-06, 6.809537e-04, 1.717933e-06, 4.449469e-01, 4.744653e-05
3.420000e+04,1.165294e+05,1.109791e+05, 9.722915e-04, 6.664431e-07, 4.920699e-04, 2.462494e-05, 4.554624e-05, 7.435767e-06, 6.805361e-04, 1.731986e-06, 4.485862e-01, 4.757481e-05
3.450000e+04,1.165290e+05,1.109791e+05, 9.722035e-04, 5.736436e-07, 4.922270e-04, 2.463057e-05, 4.319167e-05, 9.371009e-06, 6.801312e-04, 1.745905e-06, 4.521002e-01, 4.770244e-05
3.480000e+04,1.165287e+05,1.109791e+05, 9.721135e-04, 4.731084e-07, 4.923958e-04, 2.463625e-05, 4.304891e-05, 9.120208e-06, 6.797185e-04, 1.759626e-06, 4.554697e-01, 4.782886e-05
3.510000e+04,1.165283e+05,1.109791e+05, 9.720208e-04, 4.048077e-07, 4.925344e-04, 2.464194e-05, 4.290366e-05, 8.883551e-06, 6.793170e-04, 1.773215e-06, 4.587030e-01, 4.795390e-05
3.540000e+04,1.165280e+05,1.109791e+05, 9.719251e-04, 3.105725e-07, 4.927035e-04, 2.464762e-05, 4.275277e-05, 8.663362e-06, 6.789158e-04, 1.786499e-06, 4.617953e-01, 4.807792e-05
3.570000e+04,1.165276e+05,1.109791e+05, 9.718266e-04, 2.435703e-07, 4.928478e-04, 2.465333e-05, 4.259974e-05, 8.463915e-06, 6.785148e-04, 1.799649e-06, 4.647074e-01, 4.820047e-05
3.600000e+04,1.165272e+05,1.109791e+05, 9.717248e-04, 2.037757e-07, 4.929680e-04, 2.465907e-05, 4.244501e-05, 8.268267e-06, 6.781339e-04, 1.812678e-06, 4.674018e-01, 4.832180e-05
3.630000e+04,1.165268e+05,1.109791e+05, 9.716201e-04, 1.765574e-07, 4.930788e-04, 2.466484e-05, 4.229094e-05, 8.110443e-06, 6.777323e-04, 1.825647e-06, 4.699278e-01, 4.844251e-05
