# #x[m], y[m], z[m], pressure[Pa], gas saturation[-], mass fraction of CO2 in liquid[-], mass fraction of H2O in vapor[-], phase mass density gas[kg/m3], phase mass density water [kg/m3], total mass CO2[kg]
# 
1.050e+02, 5.000e-01, -8.250e+02, 2.945e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.237e+02, 9.961e+02, 3.347e-02
1.050e+02, 5.000e-01, -7.950e+02, 2.915e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.236e+02, 9.962e+02, 3.347e-02
1.050e+02, 5.000e-01, -7.650e+02, 2.886e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.235e+02, 9.963e+02, 3.348e-02
1.050e+02, 5.000e-01, -7.350e+02, 2.843e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.226e+02, 9.964e+02, 5.859e-02
1.050e+02, 5.000e-01, -7.050e+02, 2.809e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.233e+02, 9.967e+02, 6.698e-02
1.050e+02, 5.000e-01, -6.750e+02, 2.779e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.245e+02, 9.969e+02, 6.700e-02
1.050e+02, 5.000e-01, -6.450e+02, 2.750e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.256e+02, 9.972e+02, 6.701e-02
1.050e+02, 5.000e-01, -6.150e+02, 2.721e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.267e+02, 9.975e+02, 6.703e-02
1.050e+02, 5.000e-01, -5.850e+02, 2.691e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.278e+02, 9.977e+02, 6.705e-02
1.050e+02, 5.000e-01, -5.550e+02, 2.662e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.288e+02, 9.979e+02, 6.706e-02
1.050e+02, 5.000e-01, -5.250e+02, 2.633e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.298e+02, 9.982e+02, 6.708e-02
1.050e+02, 5.000e-01, -4.950e+02, 2.603e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.307e+02, 9.984e+02, 6.709e-02
1.050e+02, 5.000e-01, -4.650e+02, 2.574e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.316e+02, 9.986e+02, 7.969e-02
1.050e+02, 5.000e-01, -4.350e+02, 2.544e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.333e+02, 9.989e+02, 8.391e-02
1.050e+02, 5.000e-01, -4.050e+02, 2.515e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.351e+02, 9.992e+02, 8.394e-02
1.050e+02, 5.000e-01, -3.750e+02, 2.485e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.369e+02, 9.995e+02, 8.396e-02
1.050e+02, 5.000e-01, -3.450e+02, 2.456e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.383e+02, 9.997e+02, 6.718e-02
1.050e+02, 5.000e-01, -3.150e+02, 2.427e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.393e+02, 9.999e+02, 6.720e-02
1.050e+02, 5.000e-01, -2.850e+02, 2.397e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.404e+02, 1.000e+03, 6.721e-02
1.050e+02, 5.000e-01, -2.550e+02, 2.368e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.416e+02, 1.000e+03, 6.722e-02
1.050e+02, 5.000e-01, -2.250e+02, 2.339e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.429e+02, 1.000e+03, 6.723e-02
1.050e+02, 5.000e-01, -1.950e+02, 2.309e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.445e+02, 1.001e+03, 6.725e-02
1.050e+02, 5.000e-01, -1.650e+02, 2.280e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.461e+02, 1.001e+03, 6.726e-02
1.050e+02, 5.000e-01, -1.350e+02, 2.255e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.483e+02, 1.001e+03, 5.887e-02
1.050e+02, 5.000e-01, -1.050e+02, 2.239e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.501e+02, 1.001e+03, 3.365e-02
1.050e+02, 5.000e-01, -7.500e+01, 2.210e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.507e+02, 1.002e+03, 3.365e-02
1.050e+02, 5.000e-01, -4.500e+01, 2.180e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.514e+02, 1.002e+03, 3.366e-02
1.050e+02, 5.000e-01, -1.500e+01, 2.151e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.521e+02, 1.002e+03, 3.366e-02
1.750e+02, 5.000e-01, -1.185e+03, 3.281e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.110e+02, 9.924e+02, 3.334e-08
1.750e+02, 5.000e-01, -1.155e+03, 3.251e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.106e+02, 9.925e+02, 3.335e-08
1.750e+02, 5.000e-01, -1.125e+03, 3.220e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.102e+02, 9.926e+02, 3.335e-08
1.750e+02, 5.000e-01, -1.095e+03, 3.189e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.098e+02, 9.928e+02, 2.085e-02
1.750e+02, 5.000e-01, -1.065e+03, 3.160e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.113e+02, 9.931e+02, 8.343e-02
1.750e+02, 5.000e-01, -1.035e+03, 3.131e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.132e+02, 9.936e+02, 8.346e-02
1.750e+02, 5.000e-01, -1.005e+03, 3.101e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.151e+02, 9.940e+02, 8.350e-02
1.750e+02, 5.000e-01, -9.750e+02, 3.072e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.170e+02, 9.944e+02, 8.354e-02
1.750e+02, 5.000e-01, -9.450e+02, 3.043e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.189e+02, 9.949e+02, 8.357e-02
1.750e+02, 5.000e-01, -9.150e+02, 3.014e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.210e+02, 9.953e+02, 8.361e-02
1.750e+02, 5.000e-01, -8.850e+02, 2.999e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.238e+02, 9.958e+02, 4.600e-02
1.750e+02, 5.000e-01, -8.550e+02, 2.974e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.241e+02, 9.960e+02, 3.347e-02
1.750e+02, 5.000e-01, -8.250e+02, 2.945e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.240e+02, 9.961e+02, 3.347e-02
1.750e+02, 5.000e-01, -7.950e+02, 2.915e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.240e+02, 9.963e+02, 3.348e-02
1.750e+02, 5.000e-01, -7.650e+02, 2.886e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.238e+02, 9.964e+02, 3.348e-02
1.750e+02, 5.000e-01, -7.350e+02, 2.852e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.234e+02, 9.965e+02, 4.185e-02
1.750e+02, 5.000e-01, -7.050e+02, 2.809e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.233e+02, 9.967e+02, 6.698e-02
1.750e+02, 5.000e-01, -6.750e+02, 2.779e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.244e+02, 9.969e+02, 6.700e-02
1.750e+02, 5.000e-01, -6.450e+02, 2.750e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.255e+02, 9.972e+02, 6.701e-02
1.750e+02, 5.000e-01, -6.150e+02, 2.721e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.266e+02, 9.974e+02, 6.703e-02
1.750e+02, 5.000e-01, -5.850e+02, 2.691e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.277e+02, 9.977e+02, 6.705e-02
1.750e+02, 5.000e-01, -5.550e+02, 2.662e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.286e+02, 9.979e+02, 6.706e-02
1.750e+02, 5.000e-01, -5.250e+02, 2.633e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.296e+02, 9.982e+02, 6.708e-02
1.750e+02, 5.000e-01, -4.950e+02, 2.603e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.305e+02, 9.984e+02, 6.709e-02
1.750e+02, 5.000e-01, -4.650e+02, 2.574e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.314e+02, 9.986e+02, 7.969e-02
1.750e+02, 5.000e-01, -4.350e+02, 2.544e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.332e+02, 9.989e+02, 8.391e-02
1.750e+02, 5.000e-01, -4.050e+02, 2.515e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.351e+02, 9.992e+02, 8.394e-02
1.750e+02, 5.000e-01, -3.750e+02, 2.485e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.370e+02, 9.995e+02, 8.396e-02
1.750e+02, 5.000e-01, -3.450e+02, 2.456e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.385e+02, 9.997e+02, 6.718e-02
1.750e+02, 5.000e-01, -3.150e+02, 2.427e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.396e+02, 9.999e+02, 6.720e-02
1.750e+02, 5.000e-01, -2.850e+02, 2.397e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.407e+02, 1.000e+03, 6.721e-02
1.750e+02, 5.000e-01, -2.550e+02, 2.368e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.419e+02, 1.000e+03, 6.722e-02
1.750e+02, 5.000e-01, -2.250e+02, 2.339e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.434e+02, 1.001e+03, 6.724e-02
1.750e+02, 5.000e-01, -1.950e+02, 2.309e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.449e+02, 1.001e+03, 6.725e-02
1.750e+02, 5.000e-01, -1.650e+02, 2.280e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.466e+02, 1.001e+03, 6.727e-02
1.750e+02, 5.000e-01, -1.350e+02, 2.255e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.488e+02, 1.001e+03, 5.887e-02
1.750e+02, 5.000e-01, -1.050e+02, 2.239e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.506e+02, 1.001e+03, 3.365e-02
1.750e+02, 5.000e-01, -7.500e+01, 2.210e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.511e+02, 1.002e+03, 3.365e-02
1.750e+02, 5.000e-01, -4.500e+01, 2.180e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.516e+02, 1.002e+03, 3.366e-02
1.750e+02, 5.000e-01, -1.500e+01, 2.151e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.522e+02, 1.002e+03, 3.366e-02
2.450e+02, 5.000e-01, -1.185e+03, 3.281e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.111e+02, 9.924e+02, 3.334e-08
2.450e+02, 5.000e-01, -1.155e+03, 3.251e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.106e+02, 9.925e+02, 3.335e-08
2.450e+02, 5.000e-01, -1.125e+03, 3.221e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.101e+02, 9.926e+02, 3.335e-08
2.450e+02, 5.000e-01, -1.095e+03, 3.190e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.096e+02, 9.927e+02, 2.085e-02
2.450e+02, 5.000e-01, -1.065e+03, 3.160e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.111e+02, 9.931e+02, 8.342e-02
2.450e+02, 5.000e-01, -1.035e+03, 3.131e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.129e+02, 9.935e+02, 8.346e-02
2.450e+02, 5.000e-01, -1.005e+03, 3.101e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.149e+02, 9.940e+02, 8.350e-02
2.450e+02, 5.000e-01, -9.750e+02, 3.072e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.168e+02, 9.944e+02, 8.353e-02
2.450e+02, 5.000e-01, -9.450e+02, 3.043e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.187e+02, 9.948e+02, 8.357e-02
2.450e+02, 5.000e-01, -9.150e+02, 3.014e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.208e+02, 9.953e+02, 8.361e-02
2.450e+02, 5.000e-01, -8.850e+02, 2.984e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.226e+02, 9.957e+02, 8.364e-02
2.450e+02, 5.000e-01, -8.550e+02, 2.974e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.245e+02, 9.960e+02, 3.347e-02
2.450e+02, 5.000e-01, -8.250e+02, 2.945e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.243e+02, 9.961e+02, 3.347e-02
2.450e+02, 5.000e-01, -7.950e+02, 2.915e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.242e+02, 9.963e+02, 3.348e-02
2.450e+02, 5.000e-01, -7.650e+02, 2.886e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.241e+02, 9.964e+02, 3.348e-02
2.450e+02, 5.000e-01, -7.350e+02, 2.857e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.240e+02, 9.965e+02, 3.348e-02
2.450e+02, 5.000e-01, -7.050e+02, 2.809e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.231e+02, 9.966e+02, 6.698e-02
2.450e+02, 5.000e-01, -6.750e+02, 2.779e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.243e+02, 9.969e+02, 6.699e-02
2.450e+02, 5.000e-01, -6.450e+02, 2.750e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.254e+02, 9.972e+02, 6.701e-02
2.450e+02, 5.000e-01, -6.150e+02, 2.721e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.265e+02, 9.974e+02, 6.703e-02
2.450e+02, 5.000e-01, -5.850e+02, 2.691e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.276e+02, 9.977e+02, 6.705e-02
2.450e+02, 5.000e-01, -5.550e+02, 2.662e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.286e+02, 9.979e+02, 6.706e-02
2.450e+02, 5.000e-01, -5.250e+02, 2.633e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.296e+02, 9.982e+02, 6.708e-02
2.450e+02, 5.000e-01, -4.950e+02, 2.603e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.305e+02, 9.984e+02, 6.709e-02
2.450e+02, 5.000e-01, -4.650e+02, 2.574e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.314e+02, 9.986e+02, 6.711e-02
2.450e+02, 5.000e-01, -4.350e+02, 2.544e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.330e+02, 9.989e+02, 8.391e-02
2.450e+02, 5.000e-01, -4.050e+02, 2.515e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.350e+02, 9.992e+02, 8.394e-02
2.450e+02, 5.000e-01, -3.750e+02, 2.485e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.370e+02, 9.995e+02, 8.396e-02
2.450e+02, 5.000e-01, -3.450e+02, 2.456e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.385e+02, 9.998e+02, 6.718e-02
2.450e+02, 5.000e-01, -3.150e+02, 2.427e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.397e+02, 9.999e+02, 6.720e-02
2.450e+02, 5.000e-01, -2.850e+02, 2.397e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.408e+02, 1.000e+03, 6.721e-02
2.450e+02, 5.000e-01, -2.550e+02, 2.368e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.421e+02, 1.000e+03, 6.722e-02
2.450e+02, 5.000e-01, -2.250e+02, 2.339e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.436e+02, 1.001e+03, 6.724e-02
2.450e+02, 5.000e-01, -1.950e+02, 2.309e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.452e+02, 1.001e+03, 6.725e-02
2.450e+02, 5.000e-01, -1.650e+02, 2.280e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.468e+02, 1.001e+03, 6.727e-02
2.450e+02, 5.000e-01, -1.350e+02, 2.255e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.490e+02, 1.001e+03, 5.887e-02
2.450e+02, 5.000e-01, -1.050e+02, 2.239e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.508e+02, 1.001e+03, 3.365e-02
2.450e+02, 5.000e-01, -7.500e+01, 2.210e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.512e+02, 1.002e+03, 3.365e-02
2.450e+02, 5.000e-01, -4.500e+01, 2.180e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.517e+02, 1.002e+03, 3.366e-02
2.450e+02, 5.000e-01, -1.500e+01, 2.151e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.522e+02, 1.002e+03, 3.366e-02
3.150e+02, 5.000e-01, -1.185e+03, 3.281e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.110e+02, 9.924e+02, 3.334e-08
3.150e+02, 5.000e-01, -1.155e+03, 3.251e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.105e+02, 9.925e+02, 3.335e-08
3.150e+02, 5.000e-01, -1.125e+03, 3.220e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.099e+02, 9.926e+02, 3.335e-08
3.150e+02, 5.000e-01, -1.095e+03, 3.189e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.098e+02, 9.927e+02, 6.255e-02
3.150e+02, 5.000e-01, -1.065e+03, 3.160e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.113e+02, 9.931e+02, 8.343e-02
3.150e+02, 5.000e-01, -1.035e+03, 3.131e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.131e+02, 9.936e+02, 8.346e-02
3.150e+02, 5.000e-01, -1.005e+03, 3.101e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.150e+02, 9.940e+02, 8.350e-02
3.150e+02, 5.000e-01, -9.750e+02, 3.072e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.169e+02, 9.944e+02, 8.353e-02
3.150e+02, 5.000e-01, -9.450e+02, 3.043e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.188e+02, 9.949e+02, 8.357e-02
3.150e+02, 5.000e-01, -9.150e+02, 3.014e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.208e+02, 9.953e+02, 8.361e-02
3.150e+02, 5.000e-01, -8.850e+02, 2.984e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.227e+02, 9.957e+02, 8.364e-02
3.150e+02, 5.000e-01, -8.550e+02, 2.974e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.246e+02, 9.960e+02, 3.347e-02
3.150e+02, 5.000e-01, -8.250e+02, 2.945e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.244e+02, 9.962e+02, 3.347e-02
3.150e+02, 5.000e-01, -7.950e+02, 2.915e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.243e+02, 9.963e+02, 3.348e-02
