# #x[m], y[m], z[m], pressure[Pa], gas saturation[-], mass fraction of CO2 in liquid[-], mass fraction of H2O in vapor[-], phase mass density gas[kg/m3], phase mass density water [kg/m3], total mass CO2[kg]
# 
1.050e+02, 5.000e-01, -8.550e+02, 4.579e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.103e+02, 1.003e+03, 3.369e-02
1.050e+02, 5.000e-01, -8.250e+02, 4.549e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.107e+02, 1.003e+03, 3.369e-02
1.050e+02, 5.000e-01, -7.950e+02, 4.519e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.110e+02, 1.003e+03, 3.370e-02
1.050e+02, 5.000e-01, -7.650e+02, 4.489e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.113e+02, 1.003e+03, 3.370e-02
1.050e+02, 5.000e-01, -7.350e+02, 4.445e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.111e+02, 1.003e+03, 5.898e-02
1.050e+02, 5.000e-01, -7.050e+02, 4.410e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.118e+02, 1.003e+03, 6.742e-02
1.050e+02, 5.000e-01, -6.750e+02, 4.381e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.127e+02, 1.003e+03, 6.744e-02
1.050e+02, 5.000e-01, -6.450e+02, 4.351e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.136e+02, 1.004e+03, 6.745e-02
1.050e+02, 5.000e-01, -6.150e+02, 4.322e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.145e+02, 1.004e+03, 6.747e-02
1.050e+02, 5.000e-01, -5.850e+02, 4.292e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.155e+02, 1.004e+03, 6.748e-02
1.050e+02, 5.000e-01, -5.550e+02, 4.263e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.165e+02, 1.004e+03, 6.750e-02
1.050e+02, 5.000e-01, -5.250e+02, 4.233e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.176e+02, 1.005e+03, 6.751e-02
1.050e+02, 5.000e-01, -4.950e+02, 4.204e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.186e+02, 1.005e+03, 6.753e-02
1.050e+02, 5.000e-01, -4.650e+02, 4.174e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.197e+02, 1.005e+03, 8.021e-02
1.050e+02, 5.000e-01, -4.350e+02, 4.144e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.214e+02, 1.005e+03, 8.446e-02
1.050e+02, 5.000e-01, -4.050e+02, 4.114e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.232e+02, 1.006e+03, 8.448e-02
1.050e+02, 5.000e-01, -3.750e+02, 4.085e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.251e+02, 1.006e+03, 8.451e-02
1.050e+02, 5.000e-01, -3.450e+02, 4.055e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.266e+02, 1.006e+03, 6.763e-02
1.050e+02, 5.000e-01, -3.150e+02, 4.026e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.279e+02, 1.007e+03, 6.764e-02
1.050e+02, 5.000e-01, -2.850e+02, 3.996e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.292e+02, 1.007e+03, 6.766e-02
1.050e+02, 5.000e-01, -2.550e+02, 3.967e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.306e+02, 1.007e+03, 6.767e-02
1.050e+02, 5.000e-01, -2.250e+02, 3.937e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.321e+02, 1.007e+03, 6.769e-02
1.050e+02, 5.000e-01, -1.950e+02, 3.907e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.339e+02, 1.007e+03, 6.770e-02
1.050e+02, 5.000e-01, -1.650e+02, 3.878e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.360e+02, 1.008e+03, 6.772e-02
1.050e+02, 5.000e-01, -1.350e+02, 3.853e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.384e+02, 1.008e+03, 5.928e-02
1.050e+02, 5.000e-01, -1.050e+02, 3.837e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.404e+02, 1.008e+03, 3.388e-02
1.050e+02, 5.000e-01, -7.500e+01, 3.807e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.418e+02, 1.009e+03, 3.389e-02
1.050e+02, 5.000e-01, -4.500e+01, 3.778e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.433e+02, 1.009e+03, 3.390e-02
1.050e+02, 5.000e-01, -1.500e+01, 3.748e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.449e+02, 1.009e+03, 3.390e-02
1.750e+02, 5.000e-01, -1.185e+03, 4.414e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.785e+02, 9.974e+02, 3.351e-08
1.750e+02, 5.000e-01, -1.155e+03, 4.477e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.824e+02, 9.978e+02, 3.353e-08
1.750e+02, 5.000e-01, -1.125e+03, 4.612e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.896e+02, 9.986e+02, 3.355e-08
1.750e+02, 5.000e-01, -1.095e+03, 4.765e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.974e+02, 9.995e+02, 2.099e-02
1.750e+02, 5.000e-01, -1.065e+03, 4.766e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.995e+02, 9.999e+02, 8.399e-02
1.750e+02, 5.000e-01, -1.035e+03, 4.737e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.006e+02, 1.000e+03, 8.402e-02
1.750e+02, 5.000e-01, -1.005e+03, 4.707e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.019e+02, 1.001e+03, 8.405e-02
1.750e+02, 5.000e-01, -9.750e+02, 4.678e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.036e+02, 1.001e+03, 8.408e-02
1.750e+02, 5.000e-01, -9.450e+02, 4.648e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.054e+02, 1.001e+03, 8.412e-02
1.750e+02, 5.000e-01, -9.150e+02, 4.619e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.075e+02, 1.002e+03, 8.416e-02
1.750e+02, 5.000e-01, -8.850e+02, 4.604e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.100e+02, 1.002e+03, 4.631e-02
1.750e+02, 5.000e-01, -8.550e+02, 4.579e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.107e+02, 1.003e+03, 3.369e-02
1.750e+02, 5.000e-01, -8.250e+02, 4.549e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.110e+02, 1.003e+03, 3.369e-02
1.750e+02, 5.000e-01, -7.950e+02, 4.519e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.113e+02, 1.003e+03, 3.370e-02
1.750e+02, 5.000e-01, -7.650e+02, 4.489e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.116e+02, 1.003e+03, 3.370e-02
1.750e+02, 5.000e-01, -7.350e+02, 4.454e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.116e+02, 1.003e+03, 4.213e-02
1.750e+02, 5.000e-01, -7.050e+02, 4.410e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.118e+02, 1.003e+03, 6.743e-02
1.750e+02, 5.000e-01, -6.750e+02, 4.381e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.127e+02, 1.003e+03, 6.744e-02
1.750e+02, 5.000e-01, -6.450e+02, 4.351e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.136e+02, 1.004e+03, 6.745e-02
1.750e+02, 5.000e-01, -6.150e+02, 4.322e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.145e+02, 1.004e+03, 6.747e-02
1.750e+02, 5.000e-01, -5.850e+02, 4.292e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.154e+02, 1.004e+03, 6.748e-02
1.750e+02, 5.000e-01, -5.550e+02, 4.263e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.163e+02, 1.004e+03, 6.749e-02
1.750e+02, 5.000e-01, -5.250e+02, 4.233e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.173e+02, 1.005e+03, 6.751e-02
1.750e+02, 5.000e-01, -4.950e+02, 4.204e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.183e+02, 1.005e+03, 6.752e-02
1.750e+02, 5.000e-01, -4.650e+02, 4.174e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.194e+02, 1.005e+03, 8.020e-02
1.750e+02, 5.000e-01, -4.350e+02, 4.144e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.212e+02, 1.005e+03, 8.445e-02
1.750e+02, 5.000e-01, -4.050e+02, 4.114e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.231e+02, 1.006e+03, 8.448e-02
1.750e+02, 5.000e-01, -3.750e+02, 4.085e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.251e+02, 1.006e+03, 8.451e-02
1.750e+02, 5.000e-01, -3.450e+02, 4.055e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.267e+02, 1.006e+03, 6.763e-02
1.750e+02, 5.000e-01, -3.150e+02, 4.026e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.280e+02, 1.007e+03, 6.764e-02
1.750e+02, 5.000e-01, -2.850e+02, 3.996e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.294e+02, 1.007e+03, 6.766e-02
1.750e+02, 5.000e-01, -2.550e+02, 3.967e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.309e+02, 1.007e+03, 6.767e-02
1.750e+02, 5.000e-01, -2.250e+02, 3.937e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.326e+02, 1.007e+03, 6.769e-02
1.750e+02, 5.000e-01, -1.950e+02, 3.907e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.344e+02, 1.008e+03, 6.771e-02
1.750e+02, 5.000e-01, -1.650e+02, 3.878e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.365e+02, 1.008e+03, 6.773e-02
1.750e+02, 5.000e-01, -1.350e+02, 3.853e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.389e+02, 1.008e+03, 5.928e-02
1.750e+02, 5.000e-01, -1.050e+02, 3.837e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.409e+02, 1.008e+03, 3.388e-02
1.750e+02, 5.000e-01, -7.500e+01, 3.807e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.421e+02, 1.009e+03, 3.389e-02
1.750e+02, 5.000e-01, -4.500e+01, 3.778e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.435e+02, 1.009e+03, 3.390e-02
1.750e+02, 5.000e-01, -1.500e+01, 3.748e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.449e+02, 1.009e+03, 3.390e-02
2.450e+02, 5.000e-01, -1.185e+03, 4.407e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.782e+02, 9.974e+02, 3.351e-08
2.450e+02, 5.000e-01, -1.155e+03, 4.469e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.820e+02, 9.978e+02, 3.353e-08
2.450e+02, 5.000e-01, -1.125e+03, 4.603e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.891e+02, 9.986e+02, 3.355e-08
2.450e+02, 5.000e-01, -1.095e+03, 4.764e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.973e+02, 9.995e+02, 2.099e-02
2.450e+02, 5.000e-01, -1.065e+03, 4.766e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.994e+02, 9.999e+02, 8.399e-02
2.450e+02, 5.000e-01, -1.035e+03, 4.737e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.005e+02, 1.000e+03, 8.402e-02
2.450e+02, 5.000e-01, -1.005e+03, 4.707e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.019e+02, 1.001e+03, 8.405e-02
2.450e+02, 5.000e-01, -9.750e+02, 4.678e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.035e+02, 1.001e+03, 8.408e-02
2.450e+02, 5.000e-01, -9.450e+02, 4.648e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.054e+02, 1.001e+03, 8.412e-02
2.450e+02, 5.000e-01, -9.150e+02, 4.619e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.074e+02, 1.002e+03, 8.416e-02
2.450e+02, 5.000e-01, -8.850e+02, 4.589e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.094e+02, 1.002e+03, 8.420e-02
2.450e+02, 5.000e-01, -8.550e+02, 4.579e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.110e+02, 1.003e+03, 3.369e-02
2.450e+02, 5.000e-01, -8.250e+02, 4.549e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.113e+02, 1.003e+03, 3.370e-02
2.450e+02, 5.000e-01, -7.950e+02, 4.519e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.116e+02, 1.003e+03, 3.370e-02
2.450e+02, 5.000e-01, -7.650e+02, 4.489e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.118e+02, 1.003e+03, 3.370e-02
2.450e+02, 5.000e-01, -7.350e+02, 4.459e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.120e+02, 1.003e+03, 3.371e-02
2.450e+02, 5.000e-01, -7.050e+02, 4.410e+07, 0.000e+00, 1.173e-06, 0.000e+00, 9.118e+02, 1.003e+03, 7.912e-02
2.450e+02, 5.000e-01, -6.750e+02, 4.381e+07, 0.000e+00, 1.002e-06, 0.000e+00, 9.126e+02, 1.003e+03, 6.758e-02
2.450e+02, 5.000e-01, -6.450e+02, 4.351e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.135e+02, 1.004e+03, 6.745e-02
2.450e+02, 5.000e-01, -6.150e+02, 4.322e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.144e+02, 1.004e+03, 6.747e-02
2.450e+02, 5.000e-01, -5.850e+02, 4.292e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.153e+02, 1.004e+03, 6.748e-02
2.450e+02, 5.000e-01, -5.550e+02, 4.263e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.163e+02, 1.004e+03, 6.749e-02
2.450e+02, 5.000e-01, -5.250e+02, 4.233e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.173e+02, 1.005e+03, 6.751e-02
2.450e+02, 5.000e-01, -4.950e+02, 4.204e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.183e+02, 1.005e+03, 6.752e-02
2.450e+02, 5.000e-01, -4.650e+02, 4.174e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.194e+02, 1.005e+03, 6.754e-02
2.450e+02, 5.000e-01, -4.350e+02, 4.144e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.211e+02, 1.005e+03, 8.445e-02
2.450e+02, 5.000e-01, -4.050e+02, 4.114e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.230e+02, 1.006e+03, 8.448e-02
2.450e+02, 5.000e-01, -3.750e+02, 4.085e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.251e+02, 1.006e+03, 8.451e-02
2.450e+02, 5.000e-01, -3.450e+02, 4.055e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.268e+02, 1.006e+03, 6.763e-02
2.450e+02, 5.000e-01, -3.150e+02, 4.026e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.281e+02, 1.007e+03, 6.764e-02
2.450e+02, 5.000e-01, -2.850e+02, 3.996e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.296e+02, 1.007e+03, 6.766e-02
2.450e+02, 5.000e-01, -2.550e+02, 3.967e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.311e+02, 1.007e+03, 6.768e-02
2.450e+02, 5.000e-01, -2.250e+02, 3.937e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.328e+02, 1.007e+03, 6.769e-02
2.450e+02, 5.000e-01, -1.950e+02, 3.907e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.347e+02, 1.008e+03, 6.771e-02
2.450e+02, 5.000e-01, -1.650e+02, 3.878e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.367e+02, 1.008e+03, 6.773e-02
2.450e+02, 5.000e-01, -1.350e+02, 3.853e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.392e+02, 1.008e+03, 5.928e-02
2.450e+02, 5.000e-01, -1.050e+02, 3.837e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.411e+02, 1.008e+03, 3.389e-02
2.450e+02, 5.000e-01, -7.500e+01, 3.807e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.423e+02, 1.009e+03, 3.389e-02
2.450e+02, 5.000e-01, -4.500e+01, 3.778e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.436e+02, 1.009e+03, 3.390e-02
2.450e+02, 5.000e-01, -1.500e+01, 3.748e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.449e+02, 1.009e+03, 3.390e-02
3.150e+02, 5.000e-01, -1.185e+03, 4.460e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.807e+02, 9.976e+02, 3.352e-08
3.150e+02, 5.000e-01, -1.155e+03, 4.522e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.845e+02, 9.980e+02, 3.354e-08
3.150e+02, 5.000e-01, -1.125e+03, 4.661e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.917e+02, 9.988e+02, 3.356e-08
3.150e+02, 5.000e-01, -1.095e+03, 4.788e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.984e+02, 9.996e+02, 6.298e-02
3.150e+02, 5.000e-01, -1.065e+03, 4.766e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.995e+02, 9.999e+02, 8.399e-02
3.150e+02, 5.000e-01, -1.035e+03, 4.737e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.006e+02, 1.000e+03, 8.402e-02
3.150e+02, 5.000e-01, -1.005e+03, 4.707e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.019e+02, 1.001e+03, 8.405e-02
3.150e+02, 5.000e-01, -9.750e+02, 4.678e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.036e+02, 1.001e+03, 8.408e-02
3.150e+02, 5.000e-01, -9.450e+02, 4.648e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.054e+02, 1.001e+03, 8.412e-02
3.150e+02, 5.000e-01, -9.150e+02, 4.619e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.075e+02, 1.002e+03, 8.416e-02
3.150e+02, 5.000e-01, -8.850e+02, 4.589e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.095e+02, 1.002e+03, 8.420e-02
3.150e+02, 5.000e-01, -8.550e+02, 4.579e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.111e+02, 1.003e+03, 3.369e-02
3.150e+02, 5.000e-01, -8.250e+02, 4.549e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.114e+02, 1.003e+03, 3.370e-02
3.150e+02, 5.000e-01, -7.950e+02, 4.519e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.117e+02, 1.003e+03, 3.370e-02
