# #x[m], y[m], z[m], pressure[Pa], gas saturation[-], mass fraction of CO2 in liquid[-], mass fraction of H2O in vapor[-], phase mass density gas[kg/m3], phase mass density water [kg/m3], total mass CO2[kg]
# 
2.450e+02, 5.000e-01, -3.750e+02, 4.067e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.242e+02, 1.006e+03, 8.450e-02
2.450e+02, 5.000e-01, -3.450e+02, 4.037e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.261e+02, 1.006e+03, 6.763e-02
2.450e+02, 5.000e-01, -3.150e+02, 4.008e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.276e+02, 1.007e+03, 6.764e-02
2.450e+02, 5.000e-01, -2.850e+02, 3.978e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.292e+02, 1.007e+03, 6.766e-02
2.450e+02, 5.000e-01, -2.550e+02, 3.948e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.309e+02, 1.007e+03, 6.767e-02
2.450e+02, 5.000e-01, -2.250e+02, 3.919e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.327e+02, 1.007e+03, 6.769e-02
2.450e+02, 5.000e-01, -1.950e+02, 3.889e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.346e+02, 1.008e+03, 6.771e-02
2.450e+02, 5.000e-01, -1.650e+02, 3.860e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.367e+02, 1.008e+03, 6.773e-02
2.450e+02, 5.000e-01, -1.350e+02, 3.835e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.391e+02, 1.008e+03, 5.928e-02
2.450e+02, 5.000e-01, -1.050e+02, 3.819e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.409e+02, 1.008e+03, 3.388e-02
2.450e+02, 5.000e-01, -7.500e+01, 3.789e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.419e+02, 1.009e+03, 3.389e-02
2.450e+02, 5.000e-01, -4.500e+01, 3.760e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.431e+02, 1.009e+03, 3.390e-02
2.450e+02, 5.000e-01, -1.500e+01, 3.730e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.442e+02, 1.009e+03, 3.390e-02
3.150e+02, 5.000e-01, -1.185e+03, 4.793e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.960e+02, 9.991e+02, 3.357e-08
3.150e+02, 5.000e-01, -1.155e+03, 4.780e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.963e+02, 9.992e+02, 3.358e-08
3.150e+02, 5.000e-01, -1.125e+03, 4.779e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.972e+02, 9.994e+02, 3.358e-08
3.150e+02, 5.000e-01, -1.095e+03, 4.776e+07, 0.000e+00, 4.234e-04, 0.000e+00, 8.982e+02, 9.997e+02, 3.553e+01
3.150e+02, 5.000e-01, -1.065e+03, 4.748e+07, 0.000e+00, 2.777e-05, 0.000e+00, 8.990e+02, 9.998e+02, 2.332e+00
3.150e+02, 5.000e-01, -1.035e+03, 4.719e+07, 0.000e+00, 1.098e-06, 0.000e+00, 9.000e+02, 1.000e+03, 9.225e-02
3.150e+02, 5.000e-01, -1.005e+03, 4.689e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.014e+02, 1.000e+03, 8.407e-02
3.150e+02, 5.000e-01, -9.750e+02, 4.660e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.029e+02, 1.001e+03, 8.408e-02
3.150e+02, 5.000e-01, -9.450e+02, 4.630e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.047e+02, 1.001e+03, 8.411e-02
3.150e+02, 5.000e-01, -9.150e+02, 4.601e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.066e+02, 1.002e+03, 8.415e-02
3.150e+02, 5.000e-01, -8.850e+02, 4.571e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.085e+02, 1.002e+03, 8.419e-02
3.150e+02, 5.000e-01, -8.550e+02, 4.561e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.099e+02, 1.002e+03, 3.369e-02
3.150e+02, 5.000e-01, -8.250e+02, 4.531e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.101e+02, 1.003e+03, 3.369e-02
3.150e+02, 5.000e-01, -7.950e+02, 4.501e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.103e+02, 1.003e+03, 3.369e-02
